"","date_ymd","region","n()"
"3689","2015-5-5","149",1
"3690","2015-5-5",NA,22
"3691","2015-5-6","76",1
"3692","2015-5-6","77",1
"3693","2015-5-6","79",1
"3694","2015-5-6","80",1
"3695","2015-5-6","82",1
"3696","2015-5-6","85",1
"3697","2015-5-6","87",1
"3698","2015-5-6","88",3
"3699","2015-5-6","89",1
"3700","2015-5-6","90",3
"3701","2015-5-6","109",1
"3702","2015-5-6","113",1
"3703","2015-5-6","120",1
"3704","2015-5-6","145",1
"3705","2015-5-6","148",1
"3706","2015-5-6",NA,28
"3707","2015-5-7","78",2
"3708","2015-5-7","81",1
"3709","2015-5-7","89",3
"3710","2015-5-7","90",2
"3711","2015-5-7","114",2
"3712","2015-5-7","116",1
"3713","2015-5-7","118",1
"3714","2015-5-7","120",1
"3715","2015-5-7","139",1
"3716","2015-5-7","140",1
"3717","2015-5-7","142",3
"3718","2015-5-7","146",1
"3719","2015-5-7","150",1
"3720","2015-5-7",NA,19
"3721","2015-5-8","76",1
"3722","2015-5-8","77",1
"3723","2015-5-8","78",2
"3724","2015-5-8","81",2
"3725","2015-5-8","82",1
"3726","2015-5-8","84",1
"3727","2015-5-8","88",2
"3728","2015-5-8","89",3
"3729","2015-5-8","90",2
"3730","2015-5-8","109",1
"3731","2015-5-8","114",1
"3732","2015-5-8","116",1
"3733","2015-5-8","117",2
"3734","2015-5-8","118",1
"3735","2015-5-8","119",2
"3736","2015-5-8","139",2
"3737","2015-5-8","141",1
"3738","2015-5-8","143",1
"3739","2015-5-8","144",1
"3740","2015-5-8","149",1
"3741","2015-5-8",NA,31
"3742","2015-5-9","76",1
"3743","2015-5-9","78",1
"3744","2015-5-9","79",1
"3745","2015-5-9","81",1
"3746","2015-5-9","82",1
"3747","2015-5-9","88",1
"3748","2015-5-9","90",1
"3749","2015-5-9","107",1
"3750","2015-5-9","114",1
"3751","2015-5-9","116",1
"3752","2015-5-9","119",1
"3753","2015-5-9","120",1
"3754","2015-5-9","137",1
"3755","2015-5-9","138",1
"3756","2015-5-9","142",1
"3757","2015-5-9","146",2
"3758","2015-5-9","148",1
"3759","2015-5-9","150",1
"3760","2015-5-9",NA,30
"3761","2015-6-1","81",1
"3762","2015-6-1","83",3
"3763","2015-6-1","87",1
"3764","2015-6-1","88",3
"3765","2015-6-1","89",1
"3766","2015-6-1","90",4
"3767","2015-6-1","107",1
"3768","2015-6-1","108",1
"3769","2015-6-1","114",2
"3770","2015-6-1","115",1
"3771","2015-6-1","117",1
"3772","2015-6-1","118",2
"3773","2015-6-1","120",1
"3774","2015-6-1","137",1
"3775","2015-6-1","140",2
"3776","2015-6-1","141",1
"3777","2015-6-1","144",1
"3778","2015-6-1","145",1
"3779","2015-6-1","150",2
"3780","2015-6-1",NA,30
"3781","2015-6-10","77",3
"3782","2015-6-10","80",2
"3783","2015-6-10","82",3
"3784","2015-6-10","84",1
"3785","2015-6-10","89",3
"3786","2015-6-10","90",3
"3787","2015-6-10","109",1
"3788","2015-6-10","111",1
"3789","2015-6-10","115",1
"3790","2015-6-10","119",4
"3791","2015-6-10","137",1
"3792","2015-6-10","142",1
"3793","2015-6-10","144",1
"3794","2015-6-10","148",2
"3795","2015-6-10",NA,24
"3796","2015-6-11","77",1
"3797","2015-6-11","81",1
"3798","2015-6-11","82",1
"3799","2015-6-11","84",1
"3800","2015-6-11","89",6
"3801","2015-6-11","90",2
"3802","2015-6-11","113",2
"3803","2015-6-11","114",2
"3804","2015-6-11","119",1
"3805","2015-6-11","120",1
"3806","2015-6-11","137",1
"3807","2015-6-11","138",1
"3808","2015-6-11","139",1
"3809","2015-6-11","144",1
"3810","2015-6-11","146",1
"3811","2015-6-11",NA,29
"3812","2015-6-12","77",2
"3813","2015-6-12","81",1
"3814","2015-6-12","83",1
"3815","2015-6-12","85",1
"3816","2015-6-12","87",3
"3817","2015-6-12","89",6
"3818","2015-6-12","90",9
"3819","2015-6-12","108",2
"3820","2015-6-12","111",1
"3821","2015-6-12","115",1
"3822","2015-6-12","120",2
"3823","2015-6-12","137",1
"3824","2015-6-12","138",1
"3825","2015-6-12","139",2
"3826","2015-6-12","140",1
"3827","2015-6-12","145",1
"3828","2015-6-12",NA,26
"3829","2015-6-13","78",1
"3830","2015-6-13","81",1
"3831","2015-6-13","89",2
"3832","2015-6-13","90",3
"3833","2015-6-13","108",1
"3834","2015-6-13","109",1
"3835","2015-6-13","120",1
"3836","2015-6-13","148",1
"3837","2015-6-13","150",2
"3838","2015-6-13",NA,25
"3839","2015-6-14","80",1
"3840","2015-6-14","81",1
"3841","2015-6-14","84",1
"3842","2015-6-14","87",1
"3843","2015-6-14","89",4
"3844","2015-6-14","90",2
"3845","2015-6-14","108",1
"3846","2015-6-14","111",1
"3847","2015-6-14","112",1
"3848","2015-6-14","114",1
"3849","2015-6-14","116",1
"3850","2015-6-14","118",1
"3851","2015-6-14","119",1
"3852","2015-6-14","138",2
"3853","2015-6-14","143",2
"3854","2015-6-14","144",1
"3855","2015-6-14",NA,13
"3856","2015-6-15","78",1
"3857","2015-6-15","86",1
"3858","2015-6-15","89",3
"3859","2015-6-15","90",1
"3860","2015-6-15","111",1
"3861","2015-6-15","112",2
"3862","2015-6-15","114",1
"3863","2015-6-15","118",3
"3864","2015-6-15","119",1
"3865","2015-6-15","145",1
"3866","2015-6-15",NA,19
"3867","2015-6-16","83",2
"3868","2015-6-16","84",2
"3869","2015-6-16","87",1
"3870","2015-6-16","90",1
"3871","2015-6-16","113",1
"3872","2015-6-16","114",1
"3873","2015-6-16","119",1
"3874","2015-6-16","120",1
"3875","2015-6-16","141",2
"3876","2015-6-16","145",1
"3877","2015-6-16","146",2
"3878","2015-6-16","149",1
"3879","2015-6-16",NA,23
"3880","2015-6-17","82",1
"3881","2015-6-17","83",1
"3882","2015-6-17","84",1
"3883","2015-6-17","87",1
"3884","2015-6-17","89",2
"3885","2015-6-17","90",3
"3886","2015-6-17","106",1
"3887","2015-6-17","107",2
"3888","2015-6-17","118",1
"3889","2015-6-17","119",4
"3890","2015-6-17","137",1
"3891","2015-6-17","139",2
"3892","2015-6-17","146",1
"3893","2015-6-17",NA,27
"3894","2015-6-18","80",1
"3895","2015-6-18","81",3
"3896","2015-6-18","82",1
"3897","2015-6-18","83",1
"3898","2015-6-18","86",2
"3899","2015-6-18","89",3
"3900","2015-6-18","90",9
"3901","2015-6-18","107",1
"3902","2015-6-18","113",1
"3903","2015-6-18","116",1
"3904","2015-6-18","118",1
"3905","2015-6-18","119",1
"3906","2015-6-18","141",1
"3907","2015-6-18","143",1
"3908","2015-6-18","145",1
"3909","2015-6-18","147",1
"3910","2015-6-18","148",1
"3911","2015-6-18",NA,25
"3912","2015-6-19","76",1
"3913","2015-6-19","81",2
"3914","2015-6-19","82",1
"3915","2015-6-19","83",2
"3916","2015-6-19","87",1
"3917","2015-6-19","89",1
"3918","2015-6-19","90",3
"3919","2015-6-19","107",1
"3920","2015-6-19","108",1
"3921","2015-6-19","111",1
"3922","2015-6-19","116",1
"3923","2015-6-19","137",1
"3924","2015-6-19","139",1
"3925","2015-6-19","143",1
"3926","2015-6-19","149",1
"3927","2015-6-19",NA,21
"3928","2015-6-2","79",1
"3929","2015-6-2","88",1
"3930","2015-6-2","89",2
"3931","2015-6-2","90",1
"3932","2015-6-2","107",1
"3933","2015-6-2","137",1
"3934","2015-6-2","138",1
"3935","2015-6-2","139",1
"3936","2015-6-2","149",1
"3937","2015-6-2",NA,18
"3938","2015-6-20","77",2
"3939","2015-6-20","81",1
"3940","2015-6-20","87",1
"3941","2015-6-20","89",1
"3942","2015-6-20","90",3
"3943","2015-6-20","108",2
"3944","2015-6-20","116",1
"3945","2015-6-20","119",2
"3946","2015-6-20","136",1
"3947","2015-6-20","137",1
"3948","2015-6-20","138",1
"3949","2015-6-20","139",1
"3950","2015-6-20","141",1
"3951","2015-6-20","143",2
"3952","2015-6-20","144",1
"3953","2015-6-20","149",1
"3954","2015-6-20",NA,16
"3955","2015-6-21","80",1
"3956","2015-6-21","81",2
"3957","2015-6-21","82",1
"3958","2015-6-21","83",1
"3959","2015-6-21","86",1
"3960","2015-6-21","90",4
"3961","2015-6-21","111",1
"3962","2015-6-21","112",1
"3963","2015-6-21","113",1
"3964","2015-6-21","115",1
"3965","2015-6-21","116",1
"3966","2015-6-21","118",1
"3967","2015-6-21","119",2
"3968","2015-6-21","138",1
"3969","2015-6-21","139",1
"3970","2015-6-21","140",2
"3971","2015-6-21","141",1
"3972","2015-6-21",NA,18
"3973","2015-6-22","79",1
"3974","2015-6-22","82",1
"3975","2015-6-22","84",1
"3976","2015-6-22","88",3
"3977","2015-6-22","89",1
"3978","2015-6-22","90",3
"3979","2015-6-22","107",2
"3980","2015-6-22","116",3
"3981","2015-6-22","118",1
"3982","2015-6-22","137",1
"3983","2015-6-22","140",1
"3984","2015-6-22","144",1
"3985","2015-6-22","147",1
"3986","2015-6-22","150",1
"3987","2015-6-22",NA,13
"3988","2015-6-23","83",2
"3989","2015-6-23","84",1
"3990","2015-6-23","87",1
"3991","2015-6-23","88",2
"3992","2015-6-23","89",4
"3993","2015-6-23","90",2
"3994","2015-6-23","107",2
"3995","2015-6-23","112",1
"3996","2015-6-23","120",1
"3997","2015-6-23","139",1
"3998","2015-6-23","143",1
"3999","2015-6-23","147",1
"4000","2015-6-23","149",1
"4001","2015-6-23",NA,13
"4002","2015-6-24","78",1
"4003","2015-6-24","81",2
"4004","2015-6-24","82",1
"4005","2015-6-24","83",1
"4006","2015-6-24","84",1
"4007","2015-6-24","88",1
"4008","2015-6-24","90",6
"4009","2015-6-24","109",1
"4010","2015-6-24","138",1
"4011","2015-6-24","142",1
"4012","2015-6-24","144",1
"4013","2015-6-24","148",1
"4014","2015-6-24",NA,14
"4015","2015-6-25","77",1
"4016","2015-6-25","82",2
"4017","2015-6-25","88",1
"4018","2015-6-25","90",3
"4019","2015-6-25","111",1
"4020","2015-6-25","113",1
"4021","2015-6-25","115",1
"4022","2015-6-25","118",1
"4023","2015-6-25","120",1
"4024","2015-6-25","141",1
"4025","2015-6-25","143",1
"4026","2015-6-25","144",1
"4027","2015-6-25","147",1
"4028","2015-6-25",NA,29
"4029","2015-6-26","76",1
"4030","2015-6-26","79",3
"4031","2015-6-26","80",1
"4032","2015-6-26","83",1
"4033","2015-6-26","84",2
"4034","2015-6-26","88",1
"4035","2015-6-26","89",2
"4036","2015-6-26","90",4
"4037","2015-6-26","108",1
"4038","2015-6-26","110",1
"4039","2015-6-26","113",1
"4040","2015-6-26","114",1
"4041","2015-6-26","118",1
"4042","2015-6-26","119",1
"4043","2015-6-26","138",2
"4044","2015-6-26","140",1
"4045","2015-6-26","144",1
"4046","2015-6-26",NA,20
"4047","2015-6-27","76",1
"4048","2015-6-27","78",1
"4049","2015-6-27","79",1
"4050","2015-6-27","80",2
"4051","2015-6-27","82",2
"4052","2015-6-27","83",2
"4053","2015-6-27","86",3
"4054","2015-6-27","88",1
"4055","2015-6-27","89",4
"4056","2015-6-27","106",1
"4057","2015-6-27","111",1
"4058","2015-6-27","112",1
"4059","2015-6-27","116",1
"4060","2015-6-27","119",1
"4061","2015-6-27","120",1
"4062","2015-6-27","138",3
"4063","2015-6-27","146",1
"4064","2015-6-27",NA,36
"4065","2015-6-28","77",1
"4066","2015-6-28","78",1
"4067","2015-6-28","79",1
"4068","2015-6-28","80",1
"4069","2015-6-28","81",1
"4070","2015-6-28","82",1
"4071","2015-6-28","89",3
"4072","2015-6-28","90",1
"4073","2015-6-28","108",1
"4074","2015-6-28","114",2
"4075","2015-6-28","116",2
"4076","2015-6-28","117",1
"4077","2015-6-28","119",1
"4078","2015-6-28","143",1
"4079","2015-6-28","144",1
"4080","2015-6-28","146",2
"4081","2015-6-28","150",1
"4082","2015-6-28",NA,27
"4083","2015-6-29","77",3
"4084","2015-6-29","78",2
"4085","2015-6-29","79",1
"4086","2015-6-29","81",2
"4087","2015-6-29","82",1
"4088","2015-6-29","86",1
"4089","2015-6-29","87",1
"4090","2015-6-29","88",1
"4091","2015-6-29","89",2
"4092","2015-6-29","90",2
"4093","2015-6-29","107",1
"4094","2015-6-29","108",1
"4095","2015-6-29","118",2
"4096","2015-6-29","137",2
"4097","2015-6-29","139",1
"4098","2015-6-29","141",2
"4099","2015-6-29","143",1
"4100","2015-6-29","146",1
"4101","2015-6-29",NA,26
"4102","2015-6-3","84",1
"4103","2015-6-3","88",2
"4104","2015-6-3","89",1
"4105","2015-6-3","90",3
"4106","2015-6-3","107",2
"4107","2015-6-3","111",1
"4108","2015-6-3","115",1
"4109","2015-6-3","116",1
"4110","2015-6-3","117",1
"4111","2015-6-3","140",1
"4112","2015-6-3","144",1
"4113","2015-6-3","145",1
"4114","2015-6-3","146",1
"4115","2015-6-3",NA,22
"4116","2015-6-30","82",1
"4117","2015-6-30","84",1
"4118","2015-6-30","86",1
"4119","2015-6-30","87",1
"4120","2015-6-30","89",2
"4121","2015-6-30","90",1
"4122","2015-6-30","108",2
"4123","2015-6-30","111",2
"4124","2015-6-30","114",2
"4125","2015-6-30","115",1
"4126","2015-6-30","118",1
"4127","2015-6-30","119",2
"4128","2015-6-30","138",1
"4129","2015-6-30","139",1
"4130","2015-6-30","140",1
"4131","2015-6-30","146",1
"4132","2015-6-30",NA,34
"4133","2015-6-4","78",1
"4134","2015-6-4","80",1
"4135","2015-6-4","81",1
"4136","2015-6-4","82",1
"4137","2015-6-4","84",1
"4138","2015-6-4","87",1
"4139","2015-6-4","89",4
"4140","2015-6-4","90",2
"4141","2015-6-4","106",1
"4142","2015-6-4","113",1
"4143","2015-6-4","116",1
"4144","2015-6-4","118",1
"4145","2015-6-4","138",2
"4146","2015-6-4",NA,22
"4147","2015-6-5","79",1
"4148","2015-6-5","81",1
"4149","2015-6-5","84",1
"4150","2015-6-5","87",1
"4151","2015-6-5","88",4
"4152","2015-6-5","89",3
"4153","2015-6-5","90",2
"4154","2015-6-5","113",1
"4155","2015-6-5","115",1
"4156","2015-6-5","116",2
"4157","2015-6-5","118",1
"4158","2015-6-5","120",1
"4159","2015-6-5","142",3
"4160","2015-6-5","144",2
"4161","2015-6-5","146",1
"4162","2015-6-5","147",1
"4163","2015-6-5","149",1
"4164","2015-6-5",NA,29
"4165","2015-6-6","79",1
"4166","2015-6-6","81",2
"4167","2015-6-6","82",3
"4168","2015-6-6","84",1
"4169","2015-6-6","89",1
"4170","2015-6-6","90",5
"4171","2015-6-6","109",1
"4172","2015-6-6","110",1
"4173","2015-6-6","111",1
"4174","2015-6-6","114",1
"4175","2015-6-6","115",1
"4176","2015-6-6","116",1
"4177","2015-6-6","139",1
"4178","2015-6-6","140",1
"4179","2015-6-6","150",1
"4180","2015-6-6",NA,25
"4181","2015-6-7","78",1
"4182","2015-6-7","80",2
"4183","2015-6-7","81",2
"4184","2015-6-7","88",1
"4185","2015-6-7","89",2
"4186","2015-6-7","90",2
"4187","2015-6-7","107",1
"4188","2015-6-7","110",1
"4189","2015-6-7","111",1
"4190","2015-6-7","116",1
"4191","2015-6-7","139",1
"4192","2015-6-7","142",1
"4193","2015-6-7","148",1
"4194","2015-6-7","150",1
"4195","2015-6-7",NA,23
"4196","2015-6-8","78",1
"4197","2015-6-8","79",1
"4198","2015-6-8","80",1
"4199","2015-6-8","81",1
"4200","2015-6-8","82",1
"4201","2015-6-8","84",2
"4202","2015-6-8","89",3
"4203","2015-6-8","90",2
"4204","2015-6-8","106",1
"4205","2015-6-8","120",2
"4206","2015-6-8","137",1
"4207","2015-6-8","146",1
"4208","2015-6-8","150",1
"4209","2015-6-8",NA,21
"4210","2015-6-9","82",2
"4211","2015-6-9","84",2
"4212","2015-6-9","86",1
"4213","2015-6-9","88",1
"4214","2015-6-9","89",1
"4215","2015-6-9","110",1
"4216","2015-6-9","114",1
"4217","2015-6-9","118",1
"4218","2015-6-9","138",2
"4219","2015-6-9","144",2
"4220","2015-6-9","145",1
"4221","2015-6-9","146",1
"4222","2015-6-9","149",1
"4223","2015-6-9",NA,17
"4224","2015-7-1","76",1
"4225","2015-7-1","77",1
"4226","2015-7-1","79",3
"4227","2015-7-1","80",1
"4228","2015-7-1","89",1
"4229","2015-7-1","90",1
"4230","2015-7-1","107",1
"4231","2015-7-1","108",1
"4232","2015-7-1","110",1
"4233","2015-7-1","115",1
"4234","2015-7-1","118",1
"4235","2015-7-1","149",1
"4236","2015-7-1",NA,22
"4237","2015-7-10","79",1
"4238","2015-7-10","82",2
"4239","2015-7-10","84",2
"4240","2015-7-10","86",1
"4241","2015-7-10","89",1
"4242","2015-7-10","90",3
"4243","2015-7-10","107",1
"4244","2015-7-10","111",1
"4245","2015-7-10","114",2
"4246","2015-7-10","116",1
"4247","2015-7-10","120",1
"4248","2015-7-10","138",1
"4249","2015-7-10","139",1
"4250","2015-7-10","144",1
"4251","2015-7-10","145",1
"4252","2015-7-10","146",1
"4253","2015-7-10",NA,26
"4254","2015-7-11","78",1
"4255","2015-7-11","79",1
"4256","2015-7-11","83",2
"4257","2015-7-11","87",1
"4258","2015-7-11","89",2
"4259","2015-7-11","90",4
"4260","2015-7-11","107",1
"4261","2015-7-11","110",1
"4262","2015-7-11","111",1
"4263","2015-7-11","112",1
"4264","2015-7-11","113",1
"4265","2015-7-11","114",1
"4266","2015-7-11","115",1
"4267","2015-7-11","119",2
"4268","2015-7-11","120",1
"4269","2015-7-11","143",1
"4270","2015-7-11","144",2
"4271","2015-7-11","145",1
"4272","2015-7-11",NA,25
"4273","2015-7-12","77",1
"4274","2015-7-12","80",1
"4275","2015-7-12","81",1
"4276","2015-7-12","83",2
"4277","2015-7-12","84",3
"4278","2015-7-12","88",2
"4279","2015-7-12","89",2
"4280","2015-7-12","90",1
"4281","2015-7-12","107",1
"4282","2015-7-12","114",1
"4283","2015-7-12","116",1
"4284","2015-7-12","118",1
"4285","2015-7-12","119",3
"4286","2015-7-12","138",1
"4287","2015-7-12","146",1
"4288","2015-7-12","149",2
"4289","2015-7-12","150",1
"4290","2015-7-12",NA,32
"4291","2015-7-13","76",1
"4292","2015-7-13","79",1
"4293","2015-7-13","81",1
"4294","2015-7-13","83",1
"4295","2015-7-13","87",2
"4296","2015-7-13","88",1
"4297","2015-7-13","89",1
"4298","2015-7-13","90",3
"4299","2015-7-13","110",1
"4300","2015-7-13","114",2
"4301","2015-7-13","119",1
"4302","2015-7-13","120",1
"4303","2015-7-13","138",1
"4304","2015-7-13","139",1
"4305","2015-7-13","140",1
"4306","2015-7-13","146",2
"4307","2015-7-13",NA,24
"4308","2015-7-14","79",2
"4309","2015-7-14","80",1
"4310","2015-7-14","81",1
"4311","2015-7-14","86",1
"4312","2015-7-14","87",1
"4313","2015-7-14","89",4
"4314","2015-7-14","90",4
"4315","2015-7-14","109",2
"4316","2015-7-14","112",1
"4317","2015-7-14","114",1
"4318","2015-7-14","119",1
"4319","2015-7-14","142",1
"4320","2015-7-14","145",1
"4321","2015-7-14","146",1
"4322","2015-7-14","148",1
"4323","2015-7-14",NA,34
"4324","2015-7-15","82",1
"4325","2015-7-15","83",2
"4326","2015-7-15","87",3
"4327","2015-7-15","89",4
"4328","2015-7-15","90",3
"4329","2015-7-15","107",1
"4330","2015-7-15","109",1
"4331","2015-7-15","114",1
"4332","2015-7-15","115",1
"4333","2015-7-15","138",1
"4334","2015-7-15","139",1
"4335","2015-7-15","140",3
"4336","2015-7-15","146",1
"4337","2015-7-15","148",1
"4338","2015-7-15","149",1
"4339","2015-7-15",NA,20
"4340","2015-7-16","80",1
"4341","2015-7-16","81",1
"4342","2015-7-16","82",3
"4343","2015-7-16","84",1
"4344","2015-7-16","85",1
"4345","2015-7-16","86",2
"4346","2015-7-16","89",2
"4347","2015-7-16","90",3
"4348","2015-7-16","109",1
"4349","2015-7-16","111",1
"4350","2015-7-16","112",2
"4351","2015-7-16","117",1
"4352","2015-7-16","118",1
"4353","2015-7-16","144",1
"4354","2015-7-16","146",2
"4355","2015-7-16",NA,30
"4356","2015-7-17","76",1
"4357","2015-7-17","78",1
"4358","2015-7-17","79",2
"4359","2015-7-17","81",2
"4360","2015-7-17","82",1
"4361","2015-7-17","86",1
"4362","2015-7-17","87",2
"4363","2015-7-17","89",1
"4364","2015-7-17","90",3
"4365","2015-7-17","107",3
"4366","2015-7-17","110",1
"4367","2015-7-17","114",1
"4368","2015-7-17","117",1
"4369","2015-7-17","118",1
"4370","2015-7-17","119",2
"4371","2015-7-17","120",1
"4372","2015-7-17","136",1
"4373","2015-7-17","138",2
"4374","2015-7-17","139",2
"4375","2015-7-17","140",1
"4376","2015-7-17","144",1
"4377","2015-7-17","146",1
"4378","2015-7-17","147",1
"4379","2015-7-17",NA,30
"4380","2015-7-18","77",2
"4381","2015-7-18","79",1
"4382","2015-7-18","80",1
"4383","2015-7-18","83",1
"4384","2015-7-18","84",2
"4385","2015-7-18","88",1
"4386","2015-7-18","90",2
"4387","2015-7-18","112",1
"4388","2015-7-18","114",1
"4389","2015-7-18","119",2
"4390","2015-7-18","139",1
"4391","2015-7-18","141",1
"4392","2015-7-18","143",1
"4393","2015-7-18","144",1
"4394","2015-7-18","146",1
"4395","2015-7-18",NA,22
"4396","2015-7-19","77",1
"4397","2015-7-19","79",1
"4398","2015-7-19","81",1
"4399","2015-7-19","84",1
"4400","2015-7-19","88",1
"4401","2015-7-19","89",1
"4402","2015-7-19","90",5
"4403","2015-7-19","114",1
"4404","2015-7-19","115",1
"4405","2015-7-19","119",1
"4406","2015-7-19","137",2
"4407","2015-7-19","138",2
"4408","2015-7-19","139",1
"4409","2015-7-19","143",1
"4410","2015-7-19","145",1
"4411","2015-7-19","149",1
"4412","2015-7-19","150",1
"4413","2015-7-19",NA,30
"4414","2015-7-2","79",1
"4415","2015-7-2","83",1
"4416","2015-7-2","86",1
"4417","2015-7-2","89",2
"4418","2015-7-2","90",3
"4419","2015-7-2","107",1
"4420","2015-7-2","110",1
"4421","2015-7-2","114",1
"4422","2015-7-2","116",1
"4423","2015-7-2","119",2
"4424","2015-7-2","120",1
"4425","2015-7-2","137",2
"4426","2015-7-2","142",1
"4427","2015-7-2","143",1
"4428","2015-7-2","144",1
"4429","2015-7-2","146",1
"4430","2015-7-2",NA,28
"4431","2015-7-20","77",1
"4432","2015-7-20","79",2
"4433","2015-7-20","84",1
"4434","2015-7-20","87",1
"4435","2015-7-20","90",3
"4436","2015-7-20","106",1
"4437","2015-7-20","107",1
"4438","2015-7-20","109",1
"4439","2015-7-20","110",1
"4440","2015-7-20","111",1
"4441","2015-7-20","116",1
"4442","2015-7-20","136",1
"4443","2015-7-20","138",2
"4444","2015-7-20","140",1
"4445","2015-7-20","146",1
"4446","2015-7-20",NA,17
"4447","2015-7-21","81",1
"4448","2015-7-21","84",1
"4449","2015-7-21","89",1
"4450","2015-7-21","90",3
"4451","2015-7-21","106",1
"4452","2015-7-21","112",2
"4453","2015-7-21","114",2
"4454","2015-7-21","116",2
"4455","2015-7-21","117",1
"4456","2015-7-21","119",1
"4457","2015-7-21","120",1
"4458","2015-7-21","137",1
"4459","2015-7-21","147",1
"4460","2015-7-21",NA,19
"4461","2015-7-22","78",1
"4462","2015-7-22","79",1
"4463","2015-7-22","81",1
"4464","2015-7-22","83",1
"4465","2015-7-22","85",1
"4466","2015-7-22","86",1
"4467","2015-7-22","87",2
"4468","2015-7-22","88",1
"4469","2015-7-22","89",2
"4470","2015-7-22","90",2
"4471","2015-7-22","106",1
"4472","2015-7-22","107",1
"4473","2015-7-22","108",1
"4474","2015-7-22","109",1
"4475","2015-7-22","110",2
"4476","2015-7-22","114",1
"4477","2015-7-22","116",1
"4478","2015-7-22","136",1
"4479","2015-7-22","137",1
"4480","2015-7-22","148",1
"4481","2015-7-22","149",1
"4482","2015-7-22",NA,31
"4483","2015-7-23","76",1
"4484","2015-7-23","82",1
"4485","2015-7-23","83",1
"4486","2015-7-23","87",1
"4487","2015-7-23","90",2
"4488","2015-7-23","108",2
"4489","2015-7-23","114",2
"4490","2015-7-23","116",1
"4491","2015-7-23","117",1
"4492","2015-7-23","118",1
"4493","2015-7-23","119",2
"4494","2015-7-23","139",1
"4495","2015-7-23","146",1
"4496","2015-7-23","147",1
"4497","2015-7-23",NA,32
"4498","2015-7-24","77",1
"4499","2015-7-24","79",1
"4500","2015-7-24","81",1
"4501","2015-7-24","82",2
"4502","2015-7-24","89",1
"4503","2015-7-24","90",3
"4504","2015-7-24","107",1
"4505","2015-7-24","108",1
"4506","2015-7-24","112",1
"4507","2015-7-24","116",1
"4508","2015-7-24","117",1
"4509","2015-7-24","118",1
"4510","2015-7-24","119",1
"4511","2015-7-24","120",1
"4512","2015-7-24","137",3
"4513","2015-7-24","142",1
"4514","2015-7-24","144",2
"4515","2015-7-24","145",1
"4516","2015-7-24","146",3
"4517","2015-7-24","149",2
"4518","2015-7-24",NA,30
"4519","2015-7-25","78",1
"4520","2015-7-25","81",1
"4521","2015-7-25","82",1
"4522","2015-7-25","83",1
"4523","2015-7-25","84",2
"4524","2015-7-25","87",1
"4525","2015-7-25","90",4
"4526","2015-7-25","111",1
"4527","2015-7-25","114",1
"4528","2015-7-25","117",3
"4529","2015-7-25","118",1
"4530","2015-7-25","120",2
"4531","2015-7-25","136",1
"4532","2015-7-25","141",1
"4533","2015-7-25","142",1
"4534","2015-7-25","147",1
"4535","2015-7-25","150",1
"4536","2015-7-25",NA,17
"4537","2015-7-26","77",1
"4538","2015-7-26","80",1
"4539","2015-7-26","81",1
"4540","2015-7-26","82",3
"4541","2015-7-26","88",2
"4542","2015-7-26","89",2
"4543","2015-7-26","90",5
"4544","2015-7-26","109",1
"4545","2015-7-26","116",1
"4546","2015-7-26","117",1
"4547","2015-7-26","120",1
"4548","2015-7-26","139",1
"4549","2015-7-26","144",1
"4550","2015-7-26",NA,25
"4551","2015-7-27","77",2
"4552","2015-7-27","82",1
"4553","2015-7-27","83",1
"4554","2015-7-27","89",3
"4555","2015-7-27","106",1
"4556","2015-7-27","107",1
"4557","2015-7-27","108",1
"4558","2015-7-27","114",1
"4559","2015-7-27","118",1
"4560","2015-7-27","119",1
"4561","2015-7-27","120",1
"4562","2015-7-27","143",1
"4563","2015-7-27","146",1
"4564","2015-7-27",NA,27
"4565","2015-7-28","77",1
"4566","2015-7-28","78",1
"4567","2015-7-28","88",3
"4568","2015-7-28","89",2
"4569","2015-7-28","90",3
"4570","2015-7-28","115",1
"4571","2015-7-28","116",1
"4572","2015-7-28","117",3
"4573","2015-7-28","136",1
"4574","2015-7-28","137",1
"4575","2015-7-28","142",1
"4576","2015-7-28","144",1
"4577","2015-7-28",NA,19
"4578","2015-7-29","76",1
"4579","2015-7-29","77",1
"4580","2015-7-29","81",1
"4581","2015-7-29","86",1
"4582","2015-7-29","88",2
"4583","2015-7-29","89",1
"4584","2015-7-29","114",1
"4585","2015-7-29","116",2
"4586","2015-7-29","117",3
"4587","2015-7-29","119",2
"4588","2015-7-29","120",1
"4589","2015-7-29","137",2
"4590","2015-7-29","139",1
"4591","2015-7-29","143",1
"4592","2015-7-29","146",1
"4593","2015-7-29",NA,19
"4594","2015-7-3","76",1
"4595","2015-7-3","79",1
"4596","2015-7-3","82",3
"4597","2015-7-3","84",1
"4598","2015-7-3","86",1
"4599","2015-7-3","88",1
"4600","2015-7-3","89",4
"4601","2015-7-3","90",3
"4602","2015-7-3","107",1
"4603","2015-7-3","112",2
"4604","2015-7-3","120",1
"4605","2015-7-3","137",1
"4606","2015-7-3","138",1
"4607","2015-7-3","139",2
"4608","2015-7-3","140",2
"4609","2015-7-3","141",1
"4610","2015-7-3","143",1
"4611","2015-7-3","145",2
"4612","2015-7-3","149",1
"4613","2015-7-3",NA,34
"4614","2015-7-30","77",1
"4615","2015-7-30","79",3
"4616","2015-7-30","80",1
