"","date_ymd","shift","region","n()"
"13118","2016-6-7","1","111",1
"13119","2016-6-7","1","114",1
"13120","2016-6-7","1","146",1
"13121","2016-6-7","1",NA,7
"13122","2016-6-7","2","81",1
"13123","2016-6-7","2","84",2
"13124","2016-6-7","2","88",1
"13125","2016-6-7","2","89",4
"13126","2016-6-7","2","90",3
"13127","2016-6-7","2","119",1
"13128","2016-6-7","2","138",1
"13129","2016-6-7","2","148",1
"13130","2016-6-7","2",NA,9
"13131","2016-6-7","3","79",1
"13132","2016-6-7","3","90",1
"13133","2016-6-7","3","113",1
"13134","2016-6-7","3",NA,3
"13135","2016-6-8","1","77",1
"13136","2016-6-8","1","81",1
"13137","2016-6-8","1","89",1
"13138","2016-6-8","1","149",1
"13139","2016-6-8","1",NA,6
"13140","2016-6-8","2","78",1
"13141","2016-6-8","2","82",1
"13142","2016-6-8","2","87",1
"13143","2016-6-8","2","90",2
"13144","2016-6-8","2","106",1
"13145","2016-6-8","2","137",1
"13146","2016-6-8","2","146",1
"13147","2016-6-8","2",NA,7
"13148","2016-6-8","3","76",1
"13149","2016-6-8","3","87",1
"13150","2016-6-8","3","90",1
"13151","2016-6-8","3","116",1
"13152","2016-6-8","3","117",2
"13153","2016-6-8","3","118",1
"13154","2016-6-8","3","143",1
"13155","2016-6-8","3",NA,8
"13156","2016-6-9","1","80",1
"13157","2016-6-9","1","88",1
"13158","2016-6-9","1","114",1
"13159","2016-6-9","1","116",1
"13160","2016-6-9","1",NA,13
"13161","2016-6-9","2","79",1
"13162","2016-6-9","2","81",1
"13163","2016-6-9","2","82",1
"13164","2016-6-9","2","83",1
"13165","2016-6-9","2","88",1
"13166","2016-6-9","2","89",3
"13167","2016-6-9","2","119",1
"13168","2016-6-9","2","120",1
"13169","2016-6-9","2","137",1
"13170","2016-6-9","2","139",1
"13171","2016-6-9","2","144",1
"13172","2016-6-9","2","148",1
"13173","2016-6-9","2","150",1
"13174","2016-6-9","2",NA,20
"13175","2016-6-9","3",NA,5
"13176","2016-7-1","1","79",1
"13177","2016-7-1","1","80",1
"13178","2016-7-1","1","87",1
"13179","2016-7-1","1","90",1
"13180","2016-7-1","1","120",1
"13181","2016-7-1","1","148",1
"13182","2016-7-1","1",NA,3
"13183","2016-7-1","2","84",1
"13184","2016-7-1","2","87",1
"13185","2016-7-1","2","89",1
"13186","2016-7-1","2","116",1
"13187","2016-7-1","2","137",1
"13188","2016-7-1","2","143",1
"13189","2016-7-1","2","146",1
"13190","2016-7-1","2","149",1
"13191","2016-7-1","2",NA,14
"13192","2016-7-1","3","81",2
"13193","2016-7-1","3","89",1
"13194","2016-7-1","3","90",2
"13195","2016-7-1","3","112",1
"13196","2016-7-1","3","114",1
"13197","2016-7-1","3","120",2
"13198","2016-7-1","3","143",1
"13199","2016-7-1","3",NA,1
"13200","2016-7-10","1","77",1
"13201","2016-7-10","1","149",1
"13202","2016-7-10","1",NA,5
"13203","2016-7-10","2","81",2
"13204","2016-7-10","2","89",1
"13205","2016-7-10","2","90",1
"13206","2016-7-10","2","115",1
"13207","2016-7-10","2","118",1
"13208","2016-7-10","2","141",1
"13209","2016-7-10","2","146",1
"13210","2016-7-10","2",NA,9
"13211","2016-7-10","3","81",1
"13212","2016-7-10","3","89",1
"13213","2016-7-10","3","90",1
"13214","2016-7-10","3","108",1
"13215","2016-7-10","3",NA,7
"13216","2016-7-11","1","77",1
"13217","2016-7-11","1","79",1
"13218","2016-7-11","1","83",1
"13219","2016-7-11","1","138",1
"13220","2016-7-11","1","140",1
"13221","2016-7-11","1",NA,10
"13222","2016-7-11","2","80",1
"13223","2016-7-11","2","82",1
"13224","2016-7-11","2","84",1
"13225","2016-7-11","2","89",2
"13226","2016-7-11","2","90",2
"13227","2016-7-11","2","112",1
"13228","2016-7-11","2","114",1
"13229","2016-7-11","2","119",1
"13230","2016-7-11","2","137",1
"13231","2016-7-11","2","141",1
"13232","2016-7-11","2","149",1
"13233","2016-7-11","2",NA,19
"13234","2016-7-11","3","78",1
"13235","2016-7-11","3","80",1
"13236","2016-7-11","3","89",1
"13237","2016-7-11","3","90",1
"13238","2016-7-11","3","106",1
"13239","2016-7-11","3","112",1
"13240","2016-7-11","3","139",1
"13241","2016-7-11","3","147",1
"13242","2016-7-11","3",NA,5
"13243","2016-7-12","1","79",1
"13244","2016-7-12","1","88",1
"13245","2016-7-12","1","107",1
"13246","2016-7-12","1","109",1
"13247","2016-7-12","1","116",1
"13248","2016-7-12","1","139",1
"13249","2016-7-12","1","149",1
"13250","2016-7-12","1",NA,10
"13251","2016-7-12","2","80",1
"13252","2016-7-12","2","81",1
"13253","2016-7-12","2","88",1
"13254","2016-7-12","2","89",2
"13255","2016-7-12","2","90",2
"13256","2016-7-12","2","110",1
"13257","2016-7-12","2","114",1
"13258","2016-7-12","2","148",1
"13259","2016-7-12","2",NA,12
"13260","2016-7-12","3","79",1
"13261","2016-7-12","3","90",2
"13262","2016-7-12","3","142",1
"13263","2016-7-12","3",NA,5
"13264","2016-7-13","1","79",1
"13265","2016-7-13","1","89",1
"13266","2016-7-13","1","115",1
"13267","2016-7-13","1",NA,4
"13268","2016-7-13","2","89",1
"13269","2016-7-13","2","90",2
"13270","2016-7-13","2","116",1
"13271","2016-7-13","2","137",1
"13272","2016-7-13","2",NA,7
"13273","2016-7-13","3","82",2
"13274","2016-7-13","3","88",1
"13275","2016-7-13","3","90",1
"13276","2016-7-13","3","114",1
"13277","2016-7-13","3","115",1
"13278","2016-7-13","3","118",1
"13279","2016-7-13","3","145",1
"13280","2016-7-13","3",NA,12
"13281","2016-7-14","1","111",1
"13282","2016-7-14","1",NA,4
"13283","2016-7-14","2","80",1
"13284","2016-7-14","2","87",2
"13285","2016-7-14","2","89",1
"13286","2016-7-14","2","90",1
"13287","2016-7-14","2","139",1
"13288","2016-7-14","2","143",1
"13289","2016-7-14","2","146",1
"13290","2016-7-14","2",NA,13
"13291","2016-7-14","3","76",1
"13292","2016-7-14","3","78",1
"13293","2016-7-14","3","90",3
"13294","2016-7-14","3","107",1
"13295","2016-7-14","3","120",1
"13296","2016-7-14","3","144",1
"13297","2016-7-14","3",NA,5
"13298","2016-7-15","1","110",1
"13299","2016-7-15","1","137",1
"13300","2016-7-15","1","144",1
"13301","2016-7-15","1",NA,4
"13302","2016-7-15","2","80",2
"13303","2016-7-15","2","81",1
"13304","2016-7-15","2","82",1
"13305","2016-7-15","2","88",1
"13306","2016-7-15","2","90",2
"13307","2016-7-15","2","118",1
"13308","2016-7-15","2",NA,13
"13309","2016-7-15","3","79",1
"13310","2016-7-15","3","82",1
"13311","2016-7-15","3","89",1
"13312","2016-7-15","3","90",1
"13313","2016-7-15","3","112",1
"13314","2016-7-15","3","119",2
"13315","2016-7-15","3","146",1
"13316","2016-7-15","3","150",1
"13317","2016-7-15","3",NA,3
"13318","2016-7-16","1","141",1
"13319","2016-7-16","1",NA,5
"13320","2016-7-16","2","81",1
"13321","2016-7-16","2","88",1
"13322","2016-7-16","2","90",1
"13323","2016-7-16","2","106",1
"13324","2016-7-16","2","114",2
"13325","2016-7-16","2",NA,11
"13326","2016-7-16","3","77",1
"13327","2016-7-16","3","89",1
"13328","2016-7-16","3","90",3
"13329","2016-7-16","3","110",1
"13330","2016-7-16","3","111",1
"13331","2016-7-16","3","112",1
"13332","2016-7-16","3","116",1
"13333","2016-7-16","3","119",1
"13334","2016-7-16","3","148",1
"13335","2016-7-16","3",NA,4
"13336","2016-7-17","1","86",1
"13337","2016-7-17","1","90",1
"13338","2016-7-17","1","110",1
"13339","2016-7-17","1","117",1
"13340","2016-7-17","1","118",1
"13341","2016-7-17","1",NA,6
"13342","2016-7-17","2","79",2
"13343","2016-7-17","2","82",1
"13344","2016-7-17","2","89",4
"13345","2016-7-17","2","90",1
"13346","2016-7-17","2","108",1
"13347","2016-7-17","2","110",1
"13348","2016-7-17","2","114",1
"13349","2016-7-17","2","118",1
"13350","2016-7-17","2","146",2
"13351","2016-7-17","2",NA,6
"13352","2016-7-17","3","82",1
"13353","2016-7-17","3","84",1
"13354","2016-7-17","3","87",1
"13355","2016-7-17","3","88",1
"13356","2016-7-17","3","89",1
"13357","2016-7-17","3","90",1
"13358","2016-7-17","3",NA,4
"13359","2016-7-18","1","78",2
"13360","2016-7-18","1","83",1
"13361","2016-7-18","1","88",1
"13362","2016-7-18","1","89",1
"13363","2016-7-18","1","117",1
"13364","2016-7-18","1","118",1
"13365","2016-7-18","1","146",1
"13366","2016-7-18","1",NA,3
"13367","2016-7-18","2","82",1
"13368","2016-7-18","2","90",1
"13369","2016-7-18","2","137",1
"13370","2016-7-18","2","141",1
"13371","2016-7-18","2","146",1
"13372","2016-7-18","2","150",1
"13373","2016-7-18","2",NA,13
"13374","2016-7-18","3","82",1
"13375","2016-7-18","3","89",1
"13376","2016-7-18","3","90",1
"13377","2016-7-18","3","115",1
"13378","2016-7-18","3","116",1
"13379","2016-7-18","3","120",1
"13380","2016-7-18","3",NA,4
"13381","2016-7-19","1","83",2
"13382","2016-7-19","1","89",2
"13383","2016-7-19","1","107",1
"13384","2016-7-19","1","141",1
"13385","2016-7-19","1",NA,5
"13386","2016-7-19","2","77",1
"13387","2016-7-19","2","80",1
"13388","2016-7-19","2","81",1
"13389","2016-7-19","2","82",1
"13390","2016-7-19","2","84",1
"13391","2016-7-19","2","87",1
"13392","2016-7-19","2","89",3
"13393","2016-7-19","2","90",2
"13394","2016-7-19","2","118",2
"13395","2016-7-19","2","119",1
"13396","2016-7-19","2","145",1
"13397","2016-7-19","2","149",1
"13398","2016-7-19","2",NA,10
"13399","2016-7-19","3","79",1
"13400","2016-7-19","3","88",1
"13401","2016-7-19","3","90",1
"13402","2016-7-19","3","108",1
"13403","2016-7-19","3","109",1
"13404","2016-7-19","3","113",1
"13405","2016-7-19","3","146",2
"13406","2016-7-19","3",NA,2
"13407","2016-7-2","1","89",1
"13408","2016-7-2","1","90",3
"13409","2016-7-2","1",NA,2
"13410","2016-7-2","2","86",1
"13411","2016-7-2","2","88",1
"13412","2016-7-2","2","89",1
"13413","2016-7-2","2","143",1
"13414","2016-7-2","2","144",1
"13415","2016-7-2","2","147",1
"13416","2016-7-2","2",NA,9
"13417","2016-7-2","3","81",1
"13418","2016-7-2","3","88",1
"13419","2016-7-2","3","90",2
"13420","2016-7-2","3","113",1
"13421","2016-7-2","3","115",1
"13422","2016-7-2","3","139",1
"13423","2016-7-2","3","143",1
"13424","2016-7-2","3",NA,8
"13425","2016-7-20","1","78",1
"13426","2016-7-20","1","89",1
"13427","2016-7-20","1","90",1
"13428","2016-7-20","1","112",1
"13429","2016-7-20","1","120",1
"13430","2016-7-20","1","138",1
"13431","2016-7-20","1",NA,9
"13432","2016-7-20","2","84",2
"13433","2016-7-20","2","87",1
"13434","2016-7-20","2","89",1
"13435","2016-7-20","2","90",1
"13436","2016-7-20","2","110",1
"13437","2016-7-20","2","114",1
"13438","2016-7-20","2","150",1
"13439","2016-7-20","2",NA,10
"13440","2016-7-20","3","80",1
"13441","2016-7-20","3","90",1
"13442","2016-7-20","3","111",1
"13443","2016-7-20","3","137",1
"13444","2016-7-20","3",NA,7
"13445","2016-7-21","1","85",1
"13446","2016-7-21","1","86",1
"13447","2016-7-21","1","88",1
"13448","2016-7-21","1","90",2
"13449","2016-7-21","1","116",1
"13450","2016-7-21","1","150",1
"13451","2016-7-21","1",NA,3
"13452","2016-7-21","2","88",1
"13453","2016-7-21","2","89",1
"13454","2016-7-21","2","90",2
"13455","2016-7-21","2","106",1
"13456","2016-7-21","2","118",1
"13457","2016-7-21","2","119",1
"13458","2016-7-21","2",NA,16
"13459","2016-7-21","3","90",2
"13460","2016-7-21","3","108",1
"13461","2016-7-21","3","110",1
"13462","2016-7-21","3","119",1
"13463","2016-7-21","3","120",1
"13464","2016-7-21","3",NA,5
"13465","2016-7-22","1","79",1
"13466","2016-7-22","1","80",1
"13467","2016-7-22","1","84",1
"13468","2016-7-22","1","86",2
"13469","2016-7-22","1","88",1
"13470","2016-7-22","1","89",1
"13471","2016-7-22","1","90",1
"13472","2016-7-22","1","111",1
"13473","2016-7-22","1","119",1
"13474","2016-7-22","1","120",1
"13475","2016-7-22","1","142",1
"13476","2016-7-22","1","147",1
"13477","2016-7-22","1",NA,7
"13478","2016-7-22","2","78",1
"13479","2016-7-22","2","81",1
"13480","2016-7-22","2","88",1
"13481","2016-7-22","2","90",1
"13482","2016-7-22","2","119",1
"13483","2016-7-22","2","120",1
"13484","2016-7-22","2","150",1
"13485","2016-7-22","2",NA,15
"13486","2016-7-22","3","79",1
"13487","2016-7-22","3","88",1
"13488","2016-7-22","3","89",1
"13489","2016-7-22","3","90",3
"13490","2016-7-22","3","115",1
"13491","2016-7-22","3",NA,11
"13492","2016-7-23","1","84",2
"13493","2016-7-23","1","90",2
"13494","2016-7-23","1","108",1
"13495","2016-7-23","1",NA,2
"13496","2016-7-23","2","80",1
"13497","2016-7-23","2","82",2
"13498","2016-7-23","2","87",2
"13499","2016-7-23","2","89",1
"13500","2016-7-23","2","90",3
"13501","2016-7-23","2","109",1
"13502","2016-7-23","2","115",1
"13503","2016-7-23","2","119",1
"13504","2016-7-23","2","139",1
"13505","2016-7-23","2","141",1
"13506","2016-7-23","2",NA,9
"13507","2016-7-23","3","81",1
"13508","2016-7-23","3","89",2
"13509","2016-7-23","3","90",3
"13510","2016-7-23","3","116",1
"13511","2016-7-23","3","120",2
"13512","2016-7-23","3","139",1
"13513","2016-7-23","3","144",2
"13514","2016-7-23","3","147",1
"13515","2016-7-23","3","150",1
"13516","2016-7-23","3",NA,13
"13517","2016-7-24","1","78",1
"13518","2016-7-24","1","82",1
"13519","2016-7-24","1","89",1
"13520","2016-7-24","1","90",1
"13521","2016-7-24","1","108",1
"13522","2016-7-24","1","112",1
"13523","2016-7-24","1",NA,6
"13524","2016-7-24","2","81",1
"13525","2016-7-24","2","82",1
"13526","2016-7-24","2","90",2
"13527","2016-7-24","2","118",1
"13528","2016-7-24","2","139",1
"13529","2016-7-24","2",NA,8
"13530","2016-7-24","3","88",1
"13531","2016-7-24","3","90",2
"13532","2016-7-24","3","117",1
"13533","2016-7-24","3","118",1
"13534","2016-7-24","3","119",2
"13535","2016-7-24","3","138",1
"13536","2016-7-24","3","149",1
"13537","2016-7-24","3",NA,7
"13538","2016-7-25","1","77",1
"13539","2016-7-25","1","87",2
"13540","2016-7-25","1",NA,5
"13541","2016-7-25","2","80",1
"13542","2016-7-25","2","89",1
"13543","2016-7-25","2","111",1
"13544","2016-7-25","2","114",1
"13545","2016-7-25","2","118",1
"13546","2016-7-25","2","119",2
"13547","2016-7-25","2","120",1
"13548","2016-7-25","2","139",1
"13549","2016-7-25","2","146",1
"13550","2016-7-25","2","149",2
"13551","2016-7-25","2",NA,7
"13552","2016-7-25","3","76",1
"13553","2016-7-25","3","113",1
"13554","2016-7-25","3","143",1
"13555","2016-7-25","3",NA,7
"13556","2016-7-26","1","78",1
"13557","2016-7-26","1","80",1
"13558","2016-7-26","1","89",1
"13559","2016-7-26","1","118",1
"13560","2016-7-26","1","139",1
"13561","2016-7-26","1","145",1
"13562","2016-7-26","1","146",2
"13563","2016-7-26","1",NA,3
"13564","2016-7-26","2","82",1
"13565","2016-7-26","2","89",1
"13566","2016-7-26","2","107",1
"13567","2016-7-26","2","117",1
"13568","2016-7-26","2","136",1
"13569","2016-7-26","2","139",2
"13570","2016-7-26","2","141",1
"13571","2016-7-26","2","144",1
"13572","2016-7-26","2",NA,11
"13573","2016-7-26","3","79",1
"13574","2016-7-26","3","89",1
"13575","2016-7-26","3","110",1
"13576","2016-7-26","3","113",1
"13577","2016-7-26","3","146",1
"13578","2016-7-26","3",NA,6
"13579","2016-7-27","1","80",1
"13580","2016-7-27","1","90",2
"13581","2016-7-27","1","111",1
"13582","2016-7-27","1","114",1
"13583","2016-7-27","1",NA,5
"13584","2016-7-27","2","77",1
"13585","2016-7-27","2","78",1
"13586","2016-7-27","2","79",1
"13587","2016-7-27","2","80",1
"13588","2016-7-27","2","81",2
"13589","2016-7-27","2","82",1
"13590","2016-7-27","2","87",2
"13591","2016-7-27","2","88",1
"13592","2016-7-27","2","90",2
"13593","2016-7-27","2","107",1
"13594","2016-7-27","2","113",1
"13595","2016-7-27","2","117",1
"13596","2016-7-27","2","149",1
"13597","2016-7-27","2",NA,14
"13598","2016-7-27","3","90",1
"13599","2016-7-27","3","112",1
"13600","2016-7-27","3","116",1
"13601","2016-7-27","3","142",1
"13602","2016-7-27","3","144",1
"13603","2016-7-27","3","148",1
"13604","2016-7-27","3",NA,1
"13605","2016-7-28","1","79",1
"13606","2016-7-28","1","80",1
"13607","2016-7-28","1","87",1
"13608","2016-7-28","1","89",1
"13609","2016-7-28","1","90",1
"13610","2016-7-28","1","112",1
"13611","2016-7-28","1","115",1
"13612","2016-7-28","1","116",2
"13613","2016-7-28","1","118",1
"13614","2016-7-28","1","141",1
"13615","2016-7-28","1","146",1
"13616","2016-7-28","1",NA,12
"13617","2016-7-28","2","78",1
"13618","2016-7-28","2","79",1
"13619","2016-7-28","2","90",1
"13620","2016-7-28","2","108",1
"13621","2016-7-28","2","119",2
"13622","2016-7-28","2","150",1
"13623","2016-7-28","2",NA,15
"13624","2016-7-28","3","80",1
"13625","2016-7-28","3","84",2
"13626","2016-7-28","3","87",1
"13627","2016-7-28","3","89",1
"13628","2016-7-28","3","90",1
"13629","2016-7-28","3","150",1
"13630","2016-7-28","3",NA,5
"13631","2016-7-29","1","76",1
"13632","2016-7-29","1","80",1
"13633","2016-7-29","1","89",1
"13634","2016-7-29","1","107",1
"13635","2016-7-29","1","114",1
"13636","2016-7-29","1","115",1
"13637","2016-7-29","1","119",1
"13638","2016-7-29","1",NA,3
"13639","2016-7-29","2","76",1
"13640","2016-7-29","2","82",2
"13641","2016-7-29","2","90",1
"13642","2016-7-29","2","111",1
"13643","2016-7-29","2","120",2
"13644","2016-7-29","2","137",1
"13645","2016-7-29","2","146",2
"13646","2016-7-29","2","148",1
"13647","2016-7-29","2",NA,15
"13648","2016-7-29","3","82",1
"13649","2016-7-29","3","88",1
"13650","2016-7-29","3","89",1
"13651","2016-7-29","3","90",1
"13652","2016-7-29","3","108",1
"13653","2016-7-29","3","113",1
"13654","2016-7-29","3","119",1
"13655","2016-7-29","3","148",1
"13656","2016-7-29","3",NA,12
"13657","2016-7-3","1","76",1
"13658","2016-7-3","1","89",1
"13659","2016-7-3","1","114",1
"13660","2016-7-3","1","141",1
"13661","2016-7-3","1","146",1
"13662","2016-7-3","1",NA,7
"13663","2016-7-3","2","79",1
"13664","2016-7-3","2","80",1
"13665","2016-7-3","2","81",2
"13666","2016-7-3","2","83",1
"13667","2016-7-3","2","87",1
"13668","2016-7-3","2","89",1
"13669","2016-7-3","2","114",1
"13670","2016-7-3","2","116",1
"13671","2016-7-3","2","120",1
"13672","2016-7-3","2","137",1
"13673","2016-7-3","2","140",2
"13674","2016-7-3","2","146",1
"13675","2016-7-3","2",NA,10
"13676","2016-7-3","3","77",1
"13677","2016-7-3","3","112",1
"13678","2016-7-3","3","142",1
"13679","2016-7-3","3","149",1
"13680","2016-7-3","3","150",1
"13681","2016-7-3","3",NA,4
"13682","2016-7-30","1","89",2
"13683","2016-7-30","1",NA,2
"13684","2016-7-30","2","80",1
"13685","2016-7-30","2","83",1
"13686","2016-7-30","2","89",1
"13687","2016-7-30","2","90",2
"13688","2016-7-30","2","114",1
"13689","2016-7-30","2","115",1
"13690","2016-7-30","2","142",1
"13691","2016-7-30","2",NA,15
"13692","2016-7-30","3","87",1
"13693","2016-7-30","3","88",1
"13694","2016-7-30","3","89",2
"13695","2016-7-30","3","90",2
"13696","2016-7-30","3","112",1
"13697","2016-7-30","3",NA,3
"13698","2016-7-31","1","90",1
"13699","2016-7-31","1","108",1
"13700","2016-7-31","1","110",1
"13701","2016-7-31","1","146",1
"13702","2016-7-31","1",NA,6
"13703","2016-7-31","2","89",1
"13704","2016-7-31","2","90",1
"13705","2016-7-31","2","110",1
"13706","2016-7-31","2","146",1
"13707","2016-7-31","2","149",2
"13708","2016-7-31","2",NA,10
"13709","2016-7-31","3","88",1
"13710","2016-7-31","3","90",2
"13711","2016-7-31","3","115",1
"13712","2016-7-31","3","119",2
"13713","2016-7-31","3","146",1
"13714","2016-7-31","3",NA,5
"13715","2016-7-4","1","90",1
"13716","2016-7-4","1","119",1
"13717","2016-7-4","1",NA,6
"13718","2016-7-4","2","79",2
"13719","2016-7-4","2","89",1
"13720","2016-7-4","2","90",1
"13721","2016-7-4","2","106",1
"13722","2016-7-4","2","107",1
"13723","2016-7-4","2","119",1
"13724","2016-7-4","2","150",1
"13725","2016-7-4","2",NA,14
"13726","2016-7-4","3","80",1
"13727","2016-7-4","3","82",1
"13728","2016-7-4","3","87",1
"13729","2016-7-4","3","88",2
"13730","2016-7-4","3","90",2
"13731","2016-7-4","3","116",1
"13732","2016-7-4","3","139",1
"13733","2016-7-4","3","140",1
"13734","2016-7-4","3","144",2
"13735","2016-7-4","3","148",1
"13736","2016-7-4","3",NA,9
"13737","2016-7-5","1","86",1
"13738","2016-7-5","1","111",1
"13739","2016-7-5","1","115",1
"13740","2016-7-5","1","140",1
"13741","2016-7-5","1","141",1
"13742","2016-7-5","1",NA,16
"13743","2016-7-5","2","88",1
"13744","2016-7-5","2","90",2
"13745","2016-7-5","2","107",1
"13746","2016-7-5","2","110",1
"13747","2016-7-5","2","111",1
"13748","2016-7-5","2","116",2
"13749","2016-7-5","2","118",2
"13750","2016-7-5","2","119",1
"13751","2016-7-5","2","141",1
"13752","2016-7-5","2",NA,17
"13753","2016-7-5","3","81",1
"13754","2016-7-5","3","87",1
"13755","2016-7-5","3","90",2
"13756","2016-7-5","3","107",1
"13757","2016-7-5","3","144",1
"13758","2016-7-5","3","145",1
"13759","2016-7-5","3","147",1
"13760","2016-7-5","3",NA,10
"13761","2016-7-6","1","81",1
"13762","2016-7-6","1","84",1
"13763","2016-7-6","1","88",2
"13764","2016-7-6","1","90",2
"13765","2016-7-6","1","145",1
"13766","2016-7-6","1",NA,12
"13767","2016-7-6","2","81",1
"13768","2016-7-6","2","87",1
"13769","2016-7-6","2","89",1
"13770","2016-7-6","2","90",4
"13771","2016-7-6","2","113",1
"13772","2016-7-6","2","149",1
"13773","2016-7-6","2",NA,16
"13774","2016-7-6","3","88",1
"13775","2016-7-6","3","107",1
"13776","2016-7-6","3",NA,6
"13777","2016-7-7","1","88",1
"13778","2016-7-7","1","90",4
"13779","2016-7-7","1",NA,10
"13780","2016-7-7","2","81",1
"13781","2016-7-7","2","84",1
"13782","2016-7-7","2","88",1
"13783","2016-7-7","2","90",2
"13784","2016-7-7","2","108",1
"13785","2016-7-7","2","149",2
"13786","2016-7-7","2",NA,9
"13787","2016-7-7","3","79",2
"13788","2016-7-7","3","80",1
"13789","2016-7-7","3","82",1
"13790","2016-7-7","3","120",1
"13791","2016-7-7","3",NA,9
"13792","2016-7-8","1","117",1
"13793","2016-7-8","1","139",1
"13794","2016-7-8","1",NA,8
"13795","2016-7-8","2","78",1
"13796","2016-7-8","2","83",1
"13797","2016-7-8","2","84",1
"13798","2016-7-8","2","88",1
"13799","2016-7-8","2","89",1
"13800","2016-7-8","2","109",1
"13801","2016-7-8","2","112",1
"13802","2016-7-8","2","114",1
"13803","2016-7-8","2","148",1
"13804","2016-7-8","2",NA,7
"13805","2016-7-8","3","79",1
"13806","2016-7-8","3","82",1
"13807","2016-7-8","3","89",1
"13808","2016-7-8","3","112",1
"13809","2016-7-8","3","118",1
"13810","2016-7-8","3","120",1
"13811","2016-7-8","3","149",1
"13812","2016-7-8","3",NA,7
"13813","2016-7-9","1","86",1
"13814","2016-7-9","1","114",1
"13815","2016-7-9","1","118",1
"13816","2016-7-9","1","144",1
"13817","2016-7-9","1","145",1
"13818","2016-7-9","1",NA,7
"13819","2016-7-9","2","81",2
"13820","2016-7-9","2","83",1
"13821","2016-7-9","2","90",3
"13822","2016-7-9","2","119",1
"13823","2016-7-9","2",NA,7
"13824","2016-7-9","3","78",1
"13825","2016-7-9","3","81",1
"13826","2016-7-9","3","82",1
"13827","2016-7-9","3","85",1
"13828","2016-7-9","3","89",1
"13829","2016-7-9","3","90",2
"13830","2016-7-9","3","115",1
"13831","2016-7-9","3","116",1
"13832","2016-7-9","3","147",1
"13833","2016-7-9","3",NA,12
"13834","2016-8-1","1","89",1
"13835","2016-8-1","1","90",1
"13836","2016-8-1","1","114",2
"13837","2016-8-1","1","118",1
"13838","2016-8-1","1","136",1
"13839","2016-8-1","1","139",2
"13840","2016-8-1","1","150",1
"13841","2016-8-1","1",NA,8
"13842","2016-8-1","2","81",1
"13843","2016-8-1","2","83",1
"13844","2016-8-1","2","89",1
"13845","2016-8-1","2","90",2
"13846","2016-8-1","2","110",1
"13847","2016-8-1","2","118",1
"13848","2016-8-1","2","137",1
"13849","2016-8-1","2","141",1
"13850","2016-8-1","2","144",3
"13851","2016-8-1","2",NA,16
"13852","2016-8-1","3","78",2
"13853","2016-8-1","3","79",1
"13854","2016-8-1","3","89",1
"13855","2016-8-1","3","113",1
"13856","2016-8-1","3","115",1
"13857","2016-8-1","3","120",1
"13858","2016-8-1","3",NA,2
"13859","2016-8-10","1","88",2
"13860","2016-8-10","1","89",1
"13861","2016-8-10","1","90",1
"13862","2016-8-10","1","114",1
"13863","2016-8-10","1","119",1
"13864","2016-8-10","1","141",1
"13865","2016-8-10","1",NA,7
"13866","2016-8-10","2","79",1
"13867","2016-8-10","2","81",1
"13868","2016-8-10","2","86",1
"13869","2016-8-10","2","87",1
"13870","2016-8-10","2","89",1
"13871","2016-8-10","2","90",3
"13872","2016-8-10","2","107",1
"13873","2016-8-10","2","139",1
"13874","2016-8-10","2","145",1
"13875","2016-8-10","2","146",1
"13876","2016-8-10","2",NA,12
"13877","2016-8-10","3","79",1
"13878","2016-8-10","3","80",1
"13879","2016-8-10","3","88",1
"13880","2016-8-10","3","110",1
"13881","2016-8-10","3","120",1
"13882","2016-8-10","3","139",1
"13883","2016-8-10","3",NA,5
"13884","2016-8-11","1","79",1
"13885","2016-8-11","1","82",1
"13886","2016-8-11","1","87",1
"13887","2016-8-11","1","89",1
"13888","2016-8-11","1","110",1
"13889","2016-8-11","1","112",1
"13890","2016-8-11","1","114",1
"13891","2016-8-11","1","148",1
"13892","2016-8-11","1",NA,10
"13893","2016-8-11","2","78",1
"13894","2016-8-11","2","79",1
"13895","2016-8-11","2","82",1
"13896","2016-8-11","2","87",1
"13897","2016-8-11","2","89",3
"13898","2016-8-11","2","90",1
"13899","2016-8-11","2","113",1
"13900","2016-8-11","2","116",2
"13901","2016-8-11","2","141",1
"13902","2016-8-11","2","145",1
"13903","2016-8-11","2","148",1
"13904","2016-8-11","2",NA,11
"13905","2016-8-11","3","80",1
"13906","2016-8-11","3","81",1
"13907","2016-8-11","3","88",1
"13908","2016-8-11","3","90",2
"13909","2016-8-11","3",NA,7
"13910","2016-8-12","1","82",1
"13911","2016-8-12","1","87",1
"13912","2016-8-12","1","90",1
"13913","2016-8-12","1","107",1
"13914","2016-8-12","1","108",1
"13915","2016-8-12","1","118",2
"13916","2016-8-12","1","148",1
"13917","2016-8-12","1",NA,6
"13918","2016-8-12","2","77",1
"13919","2016-8-12","2","79",1
"13920","2016-8-12","2","87",1
"13921","2016-8-12","2","89",1
"13922","2016-8-12","2","90",1
"13923","2016-8-12","2","120",1
"13924","2016-8-12","2","148",1
"13925","2016-8-12","2",NA,7
"13926","2016-8-12","3","84",1
"13927","2016-8-12","3","89",1
"13928","2016-8-12","3","118",1
"13929","2016-8-12","3",NA,4
"13930","2016-8-13","1","77",1
"13931","2016-8-13","1","79",1
"13932","2016-8-13","1","81",1
