"","month_2","region","count"
"614",18,"10",3
"615",18,"11",8
"616",18,"12",14
"617",18,"13",33
"618",18,"14",21
"619",18,"15",28
"620",18,"16",20
"621",18,"17",21
"622",18,"18",35
"623",18,"19",79
"624",18,"20",74
"625",18,"21",45
"626",18,"22",20
"627",18,"23",11
"628",18,"24",4
"629",18,"25",16
"630",18,"26",29
"631",18,"27",10
"632",18,"28",5
"633",18,"29",9
"634",18,"30",2
"635",18,"44",1
"636",18,"45",4
"637",18,"46",4
"638",18,"47",11
"639",18,"48",5
"640",18,"49",3
"641",18,"50",4
"642",18,"51",5
"643",18,"52",12
"644",18,"53",12
"645",18,"54",11
"646",18,"55",1
"647",18,"56",8
"648",18,"57",5
"649",19,"6",1
"650",19,"11",12
"651",19,"12",19
"652",19,"13",31
"653",19,"14",27
"654",19,"15",36
"655",19,"16",23
"656",19,"17",36
"657",19,"18",41
"658",19,"19",113
"659",19,"20",73
"660",19,"21",32
"661",19,"22",10
"662",19,"23",12
"663",19,"24",3
"664",19,"25",15
"665",19,"26",26
"666",19,"27",5
"667",19,"28",7
"668",19,"29",8
"669",19,"30",2
"670",19,"44",1
"671",19,"45",3
"672",19,"46",2
"673",19,"47",9
"674",19,"49",5
"675",19,"50",6
"676",19,"51",3
"677",19,"52",18
"678",19,"53",11
"679",19,"54",13
"680",19,"56",5
"681",19,"57",4
"682",19,"58",1
"683",20,"5",1
"684",20,"6",1
"685",20,"7",2
"686",20,"9",1
"687",20,"10",3
"688",20,"11",9
"689",20,"12",9
"690",20,"13",29
"691",20,"14",31
"692",20,"15",22
"693",20,"16",20
"694",20,"17",26
"695",20,"18",35
"696",20,"19",86
"697",20,"20",65
"698",20,"21",35
"699",20,"22",10
"700",20,"23",10
"701",20,"24",7
"702",20,"25",16
"703",20,"26",29
"704",20,"27",5
"705",20,"28",5
"706",20,"29",12
"707",20,"30",3
"708",20,"45",1
"709",20,"46",1
"710",20,"47",14
"711",20,"48",1
"712",20,"49",6
"713",20,"50",10
"714",20,"51",4
"715",20,"52",15
"716",20,"53",7
"717",20,"54",5
"718",20,"55",2
"719",20,"56",3
"720",20,"57",2
"721",21,"6",1
"722",21,"10",1
"723",21,"11",14
"724",21,"12",18
"725",21,"13",26
"726",21,"14",14
"727",21,"15",18
"728",21,"16",8
"729",21,"17",20
"730",21,"18",38
"731",21,"19",76
"732",21,"20",61
"733",21,"21",36
"734",21,"22",22
"735",21,"23",6
"736",21,"24",4
"737",21,"25",11
"738",21,"26",20
"739",21,"27",9
"740",21,"28",6
"741",21,"29",16
"742",21,"30",3
"743",21,"44",1
"744",21,"45",5
"745",21,"46",1
"746",21,"47",11
"747",21,"48",3
"748",21,"49",3
"749",21,"50",3
"750",21,"51",1
"751",21,"52",9
"752",21,"53",9
"753",21,"54",7
"754",21,"55",1
"755",21,"56",2
"756",21,"57",4
"757",22,"6",4
"758",22,"11",23
"759",22,"12",15
"760",22,"13",17
"761",22,"14",8
"762",22,"15",34
"763",22,"16",20
"764",22,"17",25
"765",22,"18",40
"766",22,"19",99
"767",22,"20",63
"768",22,"21",26
"769",22,"22",14
"770",22,"23",10
"771",22,"24",5
"772",22,"25",7
"773",22,"26",21
"774",22,"27",6
"775",22,"28",8
"776",22,"29",13
"777",22,"30",1
"778",22,"45",5
"779",22,"46",2
"780",22,"47",12
"781",22,"48",1
"782",22,"49",1
"783",22,"50",3
"784",22,"51",2
"785",22,"52",10
"786",22,"53",15
"787",22,"54",11
"788",22,"56",3
"789",22,"57",3
"790",23,"5",1
"791",23,"9",1
"792",23,"11",27
"793",23,"12",15
"794",23,"13",20
"795",23,"14",5
"796",23,"15",14
"797",23,"16",18
"798",23,"17",31
"799",23,"18",35
"800",23,"19",72
"801",23,"20",49
"802",23,"21",32
"803",23,"22",13
"804",23,"23",15
"805",23,"24",4
"806",23,"25",10
"807",23,"26",24
"808",23,"27",10
"809",23,"28",8
"810",23,"29",8
"811",23,"30",2
"812",23,"44",1
"813",23,"45",2
"814",23,"46",3
"815",23,"47",9
"816",23,"48",7
"817",23,"49",1
"818",23,"50",3
"819",23,"52",10
"820",23,"53",13
"821",23,"54",13
"822",23,"55",3
"823",23,"56",6
"824",23,"57",3
"825",23,"58",1
"826",24,"10",2
"827",24,"11",29
"828",24,"12",12
"829",24,"13",28
"830",24,"14",15
"831",24,"15",21
"832",24,"16",16
"833",24,"17",28
"834",24,"18",36
"835",24,"19",87
"836",24,"20",42
"837",24,"21",38
"838",24,"22",14
"839",24,"23",7
"840",24,"24",6
"841",24,"25",18
"842",24,"26",15
"843",24,"27",9
"844",24,"28",5
"845",24,"29",13
"846",24,"30",1
"847",24,"45",4
"848",24,"46",2
"849",24,"47",12
"850",24,"48",2
"851",24,"49",3
"852",24,"50",3
"853",24,"51",2
"854",24,"52",14
"855",24,"53",6
"856",24,"54",11
"857",24,"55",2
"858",24,"56",12
"859",24,"57",3
"860",25,"6",1
"861",25,"11",11
"862",25,"12",13
"863",25,"13",20
"864",25,"14",8
"865",25,"15",19
"866",25,"16",22
"867",25,"17",31
"868",25,"18",34
"869",25,"19",75
"870",25,"20",33
"871",25,"21",29
"872",25,"22",17
"873",25,"23",12
"874",25,"25",11
"875",25,"26",16
"876",25,"27",8
"877",25,"28",2
"878",25,"29",8
"879",25,"30",1
"880",25,"45",5
"881",25,"46",1
"882",25,"47",10
"883",25,"48",2
"884",25,"49",3
"885",25,"50",3
"886",25,"51",2
"887",25,"52",10
"888",25,"53",12
"889",25,"54",11
"890",25,"56",6
"891",29,"12",1
"892",29,"13",3
"893",29,"14",1
"894",29,"15",1
"895",29,"17",2
"896",29,"18",1
"897",29,"19",1
"898",29,"22",1
"899",29,"23",1
"900",29,"26",3
"901",29,"29",2
"902",29,"30",1
"903",29,"50",1
"904",29,"53",1
"905",30,"4",1
"906",30,"5",1
"907",30,"6",4
"908",30,"9",1
"909",30,"11",23
"910",30,"12",22
"911",30,"13",49
"912",30,"14",39
"913",30,"15",53
"914",30,"16",42
"915",30,"17",35
"916",30,"18",43
"917",30,"19",124
"918",30,"20",102
"919",30,"21",58
"920",30,"22",29
"921",30,"23",17
"922",30,"24",8
"923",30,"25",15
"924",30,"26",42
"925",30,"27",7
"926",30,"28",5
"927",30,"29",15
"928",30,"30",1
"929",30,"45",6
"930",30,"46",7
"931",30,"47",20
"932",30,"48",5
"933",30,"49",4
"934",30,"50",4
"935",30,"51",4
"936",30,"52",16
"937",30,"53",24
"938",30,"54",12
"939",30,"56",9
"940",30,"57",3
"941",30,NA,2
"942",31,"5",1
"943",31,"6",1
"944",31,"11",12
"945",31,"12",17
"946",31,"13",50
"947",31,"14",35
"948",31,"15",49
"949",31,"16",34
"950",31,"17",28
"951",31,"18",41
"952",31,"19",141
"953",31,"20",116
"954",31,"21",52
"955",31,"22",26
"956",31,"23",12
"957",31,"24",4
"958",31,"25",16
"959",31,"26",40
"960",31,"27",7
"961",31,"28",8
"962",31,"29",12
"963",31,"30",5
"964",31,"44",2
"965",31,"45",14
"966",31,"46",12
"967",31,"47",10
"968",31,"48",1
"969",31,"49",4
"970",31,"50",8
"971",31,"51",2
"972",31,"52",16
"973",31,"53",26
"974",31,"54",13
"975",31,"55",2
"976",31,"56",1
"977",31,"57",4
"978",31,"58",1
"979",32,"6",2
"980",32,"8",1
"981",32,"11",24
"982",32,"12",31
"983",32,"13",78
"984",32,"14",36
"985",32,"15",56
"986",32,"16",37
"987",32,"17",29
"988",32,"18",55
"989",32,"19",153
"990",32,"20",121
"991",32,"21",53
"992",32,"22",28
"993",32,"23",11
"994",32,"24",5
"995",32,"25",10
"996",32,"26",28
"997",32,"27",10
"998",32,"28",2
"999",32,"29",13
"1000",32,"30",2
"1001",32,"44",4
"1002",32,"45",8
"1003",32,"46",6
"1004",32,"47",11
"1005",32,"48",6
"1006",32,"49",10
"1007",32,"50",3
"1008",32,"51",3
"1009",32,"52",23
"1010",32,"53",22
"1011",32,"54",16
"1012",32,"55",4
"1013",32,"56",11
"1014",32,"57",1
"1015",32,"58",1
"1016",33,"6",3
"1017",33,"7",1
"1018",33,"8",1
"1019",33,"11",12
"1020",33,"12",16
"1021",33,"13",52
"1022",33,"14",38
"1023",33,"15",60
"1024",33,"16",33
"1025",33,"17",29
"1026",33,"18",43
"1027",33,"19",176
"1028",33,"20",100
"1029",33,"21",54
"1030",33,"22",23
"1031",33,"23",12
"1032",33,"24",7
"1033",33,"25",13
"1034",33,"26",28
"1035",33,"27",10
"1036",33,"28",3
"1037",33,"29",14
"1038",33,"30",4
"1039",33,"44",2
"1040",33,"45",8
"1041",33,"46",8
"1042",33,"47",16
"1043",33,"48",3
"1044",33,"49",6
"1045",33,"50",7
"1046",33,"51",1
"1047",33,"52",13
"1048",33,"53",17
"1049",33,"54",15
"1050",33,"55",2
"1051",33,"56",7
"1052",33,"57",7
"1053",33,"58",1
"1054",34,"6",2
"1055",34,"11",6
"1056",34,"12",11
"1057",34,"13",18
"1058",34,"14",14
"1059",34,"15",23
"1060",34,"16",18
"1061",34,"17",20
"1062",34,"18",34
"1063",34,"19",76
"1064",34,"20",65
"1065",34,"21",20
"1066",34,"22",18
"1067",34,"23",7
"1068",34,"24",3
"1069",34,"25",2
"1070",34,"26",12
"1071",34,"27",6
"1072",34,"28",3
"1073",34,"29",8
"1074",34,"45",1
"1075",34,"46",3
"1076",34,"47",11
"1077",34,"49",3
"1078",34,"50",5
"1079",34,"51",2
"1080",34,"52",3
"1081",34,"53",10
"1082",34,"54",14
"1083",34,"55",1
"1084",34,"56",3
"1085",34,"57",2
"1086",34,NA,1
