"","date_ymd","region","count"
"4639","2015-6-19","31",2
"4640","2015-6-19","32",3
"4641","2015-6-19","35",2
"4642","2015-6-19","44",1
"4643","2015-6-19","46",2
"4644","2015-6-19","48",1
"4645","2015-6-19","51",1
"4646","2015-6-19","56",3
"4647","2015-6-19","57",1
"4648","2015-6-19","58",1
"4649","2015-6-19","62",1
"4650","2015-6-19","77",1
"4651","2015-6-19",NA,4
"4652","2015-6-2","35",3
"4653","2015-6-2","36",1
"4654","2015-6-2","45",1
"4655","2015-6-2","56",1
"4656","2015-6-2","66",1
"4657","2015-6-2","67",1
"4658","2015-6-2","77",2
"4659","2015-6-2","83",1
"4660","2015-6-2",NA,1
"4661","2015-6-20","21",1
"4662","2015-6-20","25",5
"4663","2015-6-20","26",1
"4664","2015-6-20","31",1
"4665","2015-6-20","34",1
"4666","2015-6-20","35",1
"4667","2015-6-20","46",1
"4668","2015-6-20","47",2
"4669","2015-6-20","53",1
"4670","2015-6-20","56",1
"4671","2015-6-20","57",1
"4672","2015-6-20","62",1
"4673","2015-6-20","77",1
"4674","2015-6-20","81",1
"4675","2015-6-20","82",2
"4676","2015-6-20","83",2
"4677","2015-6-20","87",1
"4678","2015-6-20",NA,3
"4679","2015-6-21","11",2
"4680","2015-6-21","16",1
"4681","2015-6-21","21",1
"4682","2015-6-21","22",2
"4683","2015-6-21","24",1
"4684","2015-6-21","25",3
"4685","2015-6-21","31",2
"4686","2015-6-21","35",1
"4687","2015-6-21","36",1
"4688","2015-6-21","42",1
"4689","2015-6-21","45",1
"4690","2015-6-21","51",1
"4691","2015-6-21","52",1
"4692","2015-6-21","53",1
"4693","2015-6-21","61",1
"4694","2015-6-21","63",2
"4695","2015-6-21","66",1
"4696","2015-6-21","67",2
"4697","2015-6-21","68",1
"4698","2015-6-21","71",1
"4699","2015-6-21","77",1
"4700","2015-6-21",NA,2
"4701","2015-6-22","23",1
"4702","2015-6-22","24",2
"4703","2015-6-22","25",3
"4704","2015-6-22","26",1
"4705","2015-6-22","31",1
"4706","2015-6-22","34",1
"4707","2015-6-22","35",2
"4708","2015-6-22","47",2
"4709","2015-6-22","53",1
"4710","2015-6-22","62",1
"4711","2015-6-22","63",4
"4712","2015-6-22","77",1
"4713","2015-6-22",NA,2
"4714","2015-6-23","22",3
"4715","2015-6-23","25",3
"4716","2015-6-23","32",1
"4717","2015-6-23","34",2
"4718","2015-6-23","35",3
"4719","2015-6-23","45",1
"4720","2015-6-23","46",1
"4721","2015-6-23","47",1
"4722","2015-6-23","51",1
"4723","2015-6-23","57",2
"4724","2015-6-23","67",2
"4725","2015-6-23","73",1
"4726","2015-6-23","82",1
"4727","2015-6-23","83",2
"4728","2015-6-23",NA,2
"4729","2015-6-24","15",1
"4730","2015-6-24","16",1
"4731","2015-6-24","25",3
"4732","2015-6-24","26",1
"4733","2015-6-24","31",2
"4734","2015-6-24","32",2
"4735","2015-6-24","33",1
"4736","2015-6-24","34",1
"4737","2015-6-24","35",4
"4738","2015-6-24","36",1
"4739","2015-6-24","58",2
"4740","2015-6-24","62",1
"4741","2015-6-24","63",1
"4742","2015-6-24","66",1
"4743","2015-6-24","72",1
"4744","2015-6-24","76",1
"4745","2015-6-25","21",1
"4746","2015-6-25","25",2
"4747","2015-6-25","26",1
"4748","2015-6-25","32",1
"4749","2015-6-25","35",3
"4750","2015-6-25","36",1
"4751","2015-6-25","42",1
"4752","2015-6-25","43",1
"4753","2015-6-25","44",1
"4754","2015-6-25","46",3
"4755","2015-6-25","51",1
"4756","2015-6-25","56",1
"4757","2015-6-25","62",2
"4758","2015-6-25","63",1
"4759","2015-6-25","66",2
"4760","2015-6-25","71",1
"4761","2015-6-25","83",2
"4762","2015-6-25","86",1
"4763","2015-6-25","88",1
"4764","2015-6-25",NA,2
"4765","2015-6-26","21",1
"4766","2015-6-26","25",2
"4767","2015-6-26","31",1
"4768","2015-6-26","32",2
"4769","2015-6-26","34",1
"4770","2015-6-26","35",5
"4771","2015-6-26","42",1
"4772","2015-6-26","43",1
"4773","2015-6-26","44",1
"4774","2015-6-26","47",2
"4775","2015-6-26","48",1
"4776","2015-6-26","51",1
"4777","2015-6-26","52",1
"4778","2015-6-26","57",1
"4779","2015-6-26","58",1
"4780","2015-6-26","72",1
"4781","2015-6-26","77",1
"4782","2015-6-26","81",1
"4783","2015-6-26","88",1
"4784","2015-6-26",NA,1
"4785","2015-6-27","11",1
"4786","2015-6-27","21",1
"4787","2015-6-27","22",2
"4788","2015-6-27","25",3
"4789","2015-6-27","31",2
"4790","2015-6-27","32",2
"4791","2015-6-27","33",1
"4792","2015-6-27","34",3
"4793","2015-6-27","35",2
"4794","2015-6-27","36",1
"4795","2015-6-27","45",2
"4796","2015-6-27","46",2
"4797","2015-6-27","47",1
"4798","2015-6-27","51",1
"4799","2015-6-27","56",2
"4800","2015-6-27","57",1
"4801","2015-6-27","61",1
"4802","2015-6-27","63",1
"4803","2015-6-27","66",1
"4804","2015-6-27","68",1
"4805","2015-6-27","73",1
"4806","2015-6-27","83",1
"4807","2015-6-27","86",2
"4808","2015-6-27",NA,2
"4809","2015-6-28","26",1
"4810","2015-6-28","31",2
"4811","2015-6-28","32",1
"4812","2015-6-28","35",4
"4813","2015-6-28","46",1
"4814","2015-6-28","47",1
"4815","2015-6-28","52",1
"4816","2015-6-28","53",1
"4817","2015-6-28","56",1
"4818","2015-6-28","57",1
"4819","2015-6-28","62",2
"4820","2015-6-28","63",3
"4821","2015-6-28","67",2
"4822","2015-6-28","73",2
"4823","2015-6-28","76",1
"4824","2015-6-28","83",4
"4825","2015-6-28","87",3
"4826","2015-6-28",NA,2
"4827","2015-6-29","15",1
"4828","2015-6-29","23",1
"4829","2015-6-29","24",2
"4830","2015-6-29","25",4
"4831","2015-6-29","26",1
"4832","2015-6-29","31",2
"4833","2015-6-29","32",1
"4834","2015-6-29","35",1
"4835","2015-6-29","44",1
"4836","2015-6-29","47",1
"4837","2015-6-29","48",1
"4838","2015-6-29","56",1
"4839","2015-6-29","57",2
"4840","2015-6-29","63",2
"4841","2015-6-29","71",1
"4842","2015-6-29","81",1
"4843","2015-6-29","82",1
"4844","2015-6-29","86",1
"4845","2015-6-29",NA,1
"4846","2015-6-3","12",1
"4847","2015-6-3","25",4
"4848","2015-6-3","34",2
"4849","2015-6-3","43",2
"4850","2015-6-3","46",1
"4851","2015-6-3","47",1
"4852","2015-6-3","51",1
"4853","2015-6-3","53",1
"4854","2015-6-3","56",1
"4855","2015-6-3","61",1
"4856","2015-6-3","62",1
"4857","2015-6-3","63",1
"4858","2015-6-3","66",2
"4859","2015-6-3","67",1
"4860","2015-6-3","76",2
"4861","2015-6-3","77",1
"4862","2015-6-3","83",2
"4863","2015-6-3",NA,1
"4864","2015-6-30","22",1
"4865","2015-6-30","25",3
"4866","2015-6-30","32",1
"4867","2015-6-30","34",2
"4868","2015-6-30","35",1
"4869","2015-6-30","42",1
"4870","2015-6-30","43",2
"4871","2015-6-30","45",1
"4872","2015-6-30","46",4
"4873","2015-6-30","51",2
"4874","2015-6-30","56",4
"4875","2015-6-30","58",1
"4876","2015-6-30","66",1
"4877","2015-6-30","67",1
"4878","2015-6-30","68",1
"4879","2015-6-30","73",1
"4880","2015-6-30","76",1
"4881","2015-6-30","81",1
"4882","2015-6-30","87",1
"4883","2015-6-30",NA,2
"4884","2015-6-4","21",1
"4885","2015-6-4","22",1
"4886","2015-6-4","24",1
"4887","2015-6-4","25",2
"4888","2015-6-4","31",2
"4889","2015-6-4","35",4
"4890","2015-6-4","42",1
"4891","2015-6-4","45",1
"4892","2015-6-4","56",1
"4893","2015-6-4","57",2
"4894","2015-6-4","63",1
"4895","2015-6-4","66",1
"4896","2015-6-4","67",1
"4897","2015-6-4","68",1
"4898","2015-6-4","77",2
"4899","2015-6-4",NA,2
"4900","2015-6-5","22",1
"4901","2015-6-5","24",2
"4902","2015-6-5","25",4
"4903","2015-6-5","31",1
"4904","2015-6-5","34",2
"4905","2015-6-5","35",2
"4906","2015-6-5","42",1
"4907","2015-6-5","43",1
"4908","2015-6-5","45",2
"4909","2015-6-5","46",1
"4910","2015-6-5","47",2
"4911","2015-6-5","56",3
"4912","2015-6-5","57",1
"4913","2015-6-5","62",1
"4914","2015-6-5","63",4
"4915","2015-6-5","72",4
"4916","2015-6-5","83",3
"4917","2015-6-5","88",1
"4918","2015-6-5",NA,2
"4919","2015-6-6","21",2
"4920","2015-6-6","22",1
"4921","2015-6-6","25",7
"4922","2015-6-6","27",1
"4923","2015-6-6","31",1
"4924","2015-6-6","32",1
"4925","2015-6-6","33",1
"4926","2015-6-6","35",2
"4927","2015-6-6","36",1
"4928","2015-6-6","41",1
"4929","2015-6-6","43",1
"4930","2015-6-6","47",3
"4931","2015-6-6","48",1
"4932","2015-6-6","51",1
"4933","2015-6-6","53",1
"4934","2015-6-6","56",3
"4935","2015-6-6","58",1
"4936","2015-6-6","63",1
"4937","2015-6-6","67",1
"4938","2015-6-6","68",1
"4939","2015-6-6","71",1
"4940","2015-6-6","83",2
"4941","2015-6-6",NA,1
"4942","2015-6-7","14",1
"4943","2015-6-7","21",1
"4944","2015-6-7","25",2
"4945","2015-6-7","31",3
"4946","2015-6-7","35",3
"4947","2015-6-7","36",1
"4948","2015-6-7","44",1
"4949","2015-6-7","51",1
"4950","2015-6-7","56",1
"4951","2015-6-7","57",1
"4952","2015-6-7","61",1
"4953","2015-6-7","63",2
"4954","2015-6-7","68",1
"4955","2015-6-7","72",1
"4956","2015-6-7",NA,1
"4957","2015-6-8","21",2
"4958","2015-6-8","22",1
"4959","2015-6-8","25",3
"4960","2015-6-8","31",2
"4961","2015-6-8","33",1
"4962","2015-6-8","35",2
"4963","2015-6-8","45",1
"4964","2015-6-8","48",1
"4965","2015-6-8","56",1
"4966","2015-6-8","57",2
"4967","2015-6-8","63",1
"4968","2015-6-8","66",1
"4969","2015-6-8","67",1
"4970","2015-6-8","68",1
"4971","2015-6-8","76",1
"4972","2015-6-8","77",2
"4973","2015-6-8","88",1
"4974","2015-6-8",NA,2
"4975","2015-6-9","15",1
"4976","2015-6-9","22",2
"4977","2015-6-9","25",1
"4978","2015-6-9","32",2
"4979","2015-6-9","41",1
"4980","2015-6-9","44",2
"4981","2015-6-9","53",1
"4982","2015-6-9","62",3
"4983","2015-6-9","66",1
"4984","2015-6-9","67",3
"4985","2015-6-9","83",3
"4986","2015-6-9",NA,1
"4987","2015-7-1","24",1
"4988","2015-7-1","26",1
"4989","2015-7-1","31",1
"4990","2015-7-1","35",2
"4991","2015-7-1","43",1
"4992","2015-7-1","45",1
"4993","2015-7-1","46",2
"4994","2015-7-1","47",1
"4995","2015-7-1","51",1
"4996","2015-7-1","58",2
"4997","2015-7-1","66",1
"4998","2015-7-1","67",2
"4999","2015-7-1","68",1
"5000","2015-7-1","77",2
"5001","2015-7-1","81",1
"5002","2015-7-1",NA,1
"5003","2015-7-10","21",1
"5004","2015-7-10","22",2
"5005","2015-7-10","24",1
"5006","2015-7-10","25",4
"5007","2015-7-10","26",2
"5008","2015-7-10","31",1
"5009","2015-7-10","35",2
"5010","2015-7-10","42",1
"5011","2015-7-10","43",1
"5012","2015-7-10","51",1
"5013","2015-7-10","53",1
"5014","2015-7-10","57",1
"5015","2015-7-10","58",2
"5016","2015-7-10","66",1
"5017","2015-7-10","67",1
"5018","2015-7-10","73",1
"5019","2015-7-10","76",1
"5020","2015-7-10","83",5
"5021","2015-7-10",NA,1
"5022","2015-7-11","22",1
"5023","2015-7-11","25",2
"5024","2015-7-11","26",2
"5025","2015-7-11","32",1
"5026","2015-7-11","35",4
"5027","2015-7-11","37",1
"5028","2015-7-11","43",1
"5029","2015-7-11","44",1
"5030","2015-7-11","45",2
"5031","2015-7-11","46",2
"5032","2015-7-11","47",1
"5033","2015-7-11","48",2
"5034","2015-7-11","51",3
"5035","2015-7-11","52",1
"5036","2015-7-11","56",3
"5037","2015-7-11","62",1
"5038","2015-7-11","63",1
"5039","2015-7-11","66",2
"5040","2015-7-11","72",1
"5041","2015-7-11","73",1
"5042","2015-7-11","77",1
"5043","2015-7-11","82",1
"5044","2015-7-11","87",1
"5045","2015-7-11",NA,1
"5046","2015-7-12","12",1
"5047","2015-7-12","21",1
"5048","2015-7-12","22",1
"5049","2015-7-12","24",1
"5050","2015-7-12","25",1
"5051","2015-7-12","31",1
"5052","2015-7-12","32",4
"5053","2015-7-12","35",2
"5054","2015-7-12","36",2
"5055","2015-7-12","42",1
"5056","2015-7-12","44",1
"5057","2015-7-12","46",3
"5058","2015-7-12","47",1
"5059","2015-7-12","48",1
"5060","2015-7-12","53",1
"5061","2015-7-12","56",2
"5062","2015-7-12","63",1
"5063","2015-7-12","67",2
"5064","2015-7-12","73",1
"5065","2015-7-12","77",1
"5066","2015-7-12","82",1
"5067","2015-7-12","83",1
"5068","2015-7-12","86",1
"5069","2015-7-12","87",2
"5070","2015-7-12",NA,6
"5071","2015-7-13","12",1
"5072","2015-7-13","14",1
"5073","2015-7-13","24",1
"5074","2015-7-13","25",2
"5075","2015-7-13","26",1
"5076","2015-7-13","31",1
"5077","2015-7-13","32",1
"5078","2015-7-13","34",2
"5079","2015-7-13","35",2
"5080","2015-7-13","37",1
"5081","2015-7-13","43",2
"5082","2015-7-13","47",1
"5083","2015-7-13","56",1
"5084","2015-7-13","57",1
"5085","2015-7-13","63",1
"5086","2015-7-13","77",1
"5087","2015-7-13","78",2
"5088","2015-7-13","81",1
"5089","2015-7-13","83",2
"5090","2015-7-13",NA,2
"5091","2015-7-14","16",1
"5092","2015-7-14","24",1
"5093","2015-7-14","25",4
"5094","2015-7-14","31",2
"5095","2015-7-14","33",1
"5096","2015-7-14","35",3
"5097","2015-7-14","36",2
"5098","2015-7-14","45",1
"5099","2015-7-14","46",2
"5100","2015-7-14","47",1
"5101","2015-7-14","48",1
"5102","2015-7-14","52",1
"5103","2015-7-14","53",1
"5104","2015-7-14","58",1
"5105","2015-7-14","63",1
"5106","2015-7-14","66",1
"5107","2015-7-14","68",1
"5108","2015-7-14","73",1
"5109","2015-7-14","77",2
"5110","2015-7-14","82",2
"5111","2015-7-14","83",6
"5112","2015-7-14",NA,1
"5113","2015-7-15","12",1
"5114","2015-7-15","24",1
"5115","2015-7-15","25",4
"5116","2015-7-15","32",3
"5117","2015-7-15","34",2
"5118","2015-7-15","35",4
"5119","2015-7-15","36",2
"5120","2015-7-15","46",1
"5121","2015-7-15","53",2
"5122","2015-7-15","56",1
"5123","2015-7-15","63",1
"5124","2015-7-15","68",1
"5125","2015-7-15","71",2
"5126","2015-7-15","73",1
"5127","2015-7-15","78",1
"5128","2015-7-15","83",1
"5129","2015-7-15","87",1
"5130","2015-7-15",NA,2
"5131","2015-7-16","11",1
"5132","2015-7-16","21",1
"5133","2015-7-16","22",1
"5134","2015-7-16","23",1
"5135","2015-7-16","24",1
"5136","2015-7-16","25",4
"5137","2015-7-16","26",1
"5138","2015-7-16","31",2
"5139","2015-7-16","32",1
"5140","2015-7-16","33",1
"5141","2015-7-16","35",3
"5142","2015-7-16","36",1
"5143","2015-7-16","42",2
"5144","2015-7-16","45",1
"5145","2015-7-16","46",2
"5146","2015-7-16","47",2
"5147","2015-7-16","51",1
"5148","2015-7-16","53",1
"5149","2015-7-16","57",1
"5150","2015-7-16","58",3
"5151","2015-7-16","63",1
"5152","2015-7-16","83",5
"5153","2015-7-17","11",1
"5154","2015-7-17","22",2
"5155","2015-7-17","25",4
"5156","2015-7-17","31",2
"5157","2015-7-17","34",2
"5158","2015-7-17","35",2
"5159","2015-7-17","44",3
"5160","2015-7-17","46",2
"5161","2015-7-17","47",3
"5162","2015-7-17","52",1
"5163","2015-7-17","56",4
"5164","2015-7-17","66",1
"5165","2015-7-17","67",1
"5166","2015-7-17","72",1
"5167","2015-7-17","73",1
"5168","2015-7-17","76",4
"5169","2015-7-17","77",2
"5170","2015-7-17","81",1
"5171","2015-7-17","83",1
"5172","2015-7-17",NA,3
"5173","2015-7-18","14",1
"5174","2015-7-18","22",3
"5175","2015-7-18","24",1
"5176","2015-7-18","25",2
"5177","2015-7-18","26",2
"5178","2015-7-18","31",1
"5179","2015-7-18","35",1
"5180","2015-7-18","36",1
"5181","2015-7-18","42",1
"5182","2015-7-18","46",1
"5183","2015-7-18","47",1
"5184","2015-7-18","51",1
"5185","2015-7-18","56",2
"5186","2015-7-18","57",1
"5187","2015-7-18","61",1
"5188","2015-7-18","62",1
"5189","2015-7-18","67",3
"5190","2015-7-18","68",1
"5191","2015-7-18","73",1
"5192","2015-7-18","76",1
"5193","2015-7-18","82",1
"5194","2015-7-18",NA,2
"5195","2015-7-19","11",1
"5196","2015-7-19","16",2
"5197","2015-7-19","22",2
"5198","2015-7-19","24",1
"5199","2015-7-19","25",4
"5200","2015-7-19","26",1
"5201","2015-7-19","31",1
"5202","2015-7-19","35",4
"5203","2015-7-19","36",1
"5204","2015-7-19","42",1
"5205","2015-7-19","53",1
"5206","2015-7-19","57",2
"5207","2015-7-19","66",1
"5208","2015-7-19","67",1
"5209","2015-7-19","68",3
"5210","2015-7-19","73",1
"5211","2015-7-19","76",1
"5212","2015-7-19","82",2
"5213","2015-7-19","83",2
"5214","2015-7-19","88",1
"5215","2015-7-19",NA,3
"5216","2015-7-2","24",1
"5217","2015-7-2","25",2
"5218","2015-7-2","32",1
"5219","2015-7-2","33",1
"5220","2015-7-2","35",3
"5221","2015-7-2","42",1
"5222","2015-7-2","45",2
"5223","2015-7-2","46",1
"5224","2015-7-2","47",1
"5225","2015-7-2","56",3
"5226","2015-7-2","63",1
"5227","2015-7-2","66",1
"5228","2015-7-2","67",1
"5229","2015-7-2","68",1
"5230","2015-7-2","72",2
"5231","2015-7-2","73",1
"5232","2015-7-2","82",1
"5233","2015-7-2","83",1
"5234","2015-7-2","86",1
"5235","2015-7-2",NA,3
"5236","2015-7-20","26",1
"5237","2015-7-20","33",1
"5238","2015-7-20","34",1
"5239","2015-7-20","35",2
"5240","2015-7-20","36",1
"5241","2015-7-20","45",1
"5242","2015-7-20","51",2
"5243","2015-7-20","53",1
"5244","2015-7-20","63",1
"5245","2015-7-20","68",1
"5246","2015-7-20","81",1
"5247","2015-7-20","83",1
"5248","2015-7-20","88",1
"5249","2015-7-21","25",1
"5250","2015-7-21","31",1
"5251","2015-7-21","35",3
"5252","2015-7-21","42",2
"5253","2015-7-21","43",2
"5254","2015-7-21","44",1
"5255","2015-7-21","46",1
"5256","2015-7-21","52",2
"5257","2015-7-21","56",2
"5258","2015-7-21","58",1
"5259","2015-7-21","63",2
"5260","2015-7-21","67",1
"5261","2015-7-21","83",2
"5262","2015-7-21","86",1
"5263","2015-7-21",NA,2
"5264","2015-7-22","22",1
"5265","2015-7-22","24",2
"5266","2015-7-22","25",1
"5267","2015-7-22","31",1
"5268","2015-7-22","32",1
"5269","2015-7-22","34",1
"5270","2015-7-22","35",3
"5271","2015-7-22","36",2
"5272","2015-7-22","37",1
"5273","2015-7-22","43",2
"5274","2015-7-22","44",1
"5275","2015-7-22","46",1
"5276","2015-7-22","47",2
"5277","2015-7-22","51",1
"5278","2015-7-22","53",1
"5279","2015-7-22","57",1
"5280","2015-7-22","58",1
"5281","2015-7-22","66",1
"5282","2015-7-22","67",2
"5283","2015-7-22","73",1
"5284","2015-7-22","76",1
"5285","2015-7-22","86",2
"5286","2015-7-22","88",2
"5287","2015-7-22",NA,2
"5288","2015-7-23","15",1
"5289","2015-7-23","23",1
"5290","2015-7-23","24",1
"5291","2015-7-23","25",1
"5292","2015-7-23","32",2
"5293","2015-7-23","35",1
"5294","2015-7-23","42",1
"5295","2015-7-23","43",1
"5296","2015-7-23","47",4
"5297","2015-7-23","53",2
"5298","2015-7-23","56",1
"5299","2015-7-23","57",1
"5300","2015-7-23","58",1
"5301","2015-7-23","63",1
"5302","2015-7-23","66",1
"5303","2015-7-23","67",1
"5304","2015-7-23","68",1
"5305","2015-7-23","77",3
"5306","2015-7-23","82",1
"5307","2015-7-23","83",2
"5308","2015-7-23","88",2
"5309","2015-7-23",NA,2
"5310","2015-7-24","21",1
"5311","2015-7-24","25",3
"5312","2015-7-24","31",1
"5313","2015-7-24","32",1
"5314","2015-7-24","35",1
"5315","2015-7-24","36",2
"5316","2015-7-24","48",1
"5317","2015-7-24","52",1
"5318","2015-7-24","53",3
"5319","2015-7-24","56",2
"5320","2015-7-24","57",1
"5321","2015-7-24","72",2
"5322","2015-7-24","73",3
"5323","2015-7-24","77",1
"5324","2015-7-24","83",2
"5325","2015-7-24","86",2
"5326","2015-7-24","87",1
"5327","2015-7-24","88",1
"5328","2015-7-24",NA,5
"5329","2015-7-25","15",1
"5330","2015-7-25","22",3
"5331","2015-7-25","24",1
"5332","2015-7-25","25",4
"5333","2015-7-25","31",1
"5334","2015-7-25","32",1
"5335","2015-7-25","43",1
"5336","2015-7-25","44",2
"5337","2015-7-25","45",2
"5338","2015-7-25","46",2
"5339","2015-7-25","47",1
"5340","2015-7-25","51",1
"5341","2015-7-25","53",2
"5342","2015-7-25","56",2
"5343","2015-7-25","61",2
"5344","2015-7-25","67",1
"5345","2015-7-25","73",1
"5346","2015-7-25","77",2
"5347","2015-7-25","87",1
"5348","2015-7-25",NA,1
"5349","2015-7-26","22",2
"5350","2015-7-26","24",1
"5351","2015-7-26","25",2
"5352","2015-7-26","31",2
"5353","2015-7-26","32",1
"5354","2015-7-26","34",1
"5355","2015-7-26","35",4
"5356","2015-7-26","45",1
"5357","2015-7-26","46",2
"5358","2015-7-26","47",1
"5359","2015-7-26","53",1
"5360","2015-7-26","57",2
"5361","2015-7-26","63",1
"5362","2015-7-26","72",1
"5363","2015-7-26","82",1
"5364","2015-7-26","83",1
"5365","2015-7-26",NA,1
"5366","2015-7-27","16",1
"5367","2015-7-27","25",1
"5368","2015-7-27","26",1
"5369","2015-7-27","31",1
"5370","2015-7-27","32",1
"5371","2015-7-27","35",1
"5372","2015-7-27","36",1
"5373","2015-7-27","44",1
"5374","2015-7-27","45",2
"5375","2015-7-27","46",1
"5376","2015-7-27","47",2
"5377","2015-7-27","56",1
"5378","2015-7-27","62",2
"5379","2015-7-27","73",1
"5380","2015-7-27","76",1
"5381","2015-7-27","78",1
"5382","2015-7-27","83",1
"5383","2015-7-27","86",3
"5384","2015-7-27",NA,1
"5385","2015-7-28","15",1
"5386","2015-7-28","24",1
"5387","2015-7-28","25",3
"5388","2015-7-28","26",2
"5389","2015-7-28","34",1
"5390","2015-7-28","35",3
"5391","2015-7-28","36",1
"5392","2015-7-28","47",1
"5393","2015-7-28","53",4
"5394","2015-7-28","56",1
"5395","2015-7-28","62",1
"5396","2015-7-28","63",1
"5397","2015-7-28","67",1
"5398","2015-7-28","72",1
"5399","2015-7-28","76",1
"5400","2015-7-28","77",1
"5401","2015-7-28","78",1
"5402","2015-7-28","81",1
"5403","2015-7-28","86",2
"5404","2015-7-29","21",1
"5405","2015-7-29","23",1
"5406","2015-7-29","24",1
"5407","2015-7-29","25",1
"5408","2015-7-29","34",1
"5409","2015-7-29","35",1
"5410","2015-7-29","36",1
"5411","2015-7-29","37",1
"5412","2015-7-29","43",1
"5413","2015-7-29","44",3
"5414","2015-7-29","45",1
"5415","2015-7-29","53",1
"5416","2015-7-29","63",1
"5417","2015-7-29","67",1
"5418","2015-7-29","72",1
"5419","2015-7-29","73",1
"5420","2015-7-29","76",1
"5421","2015-7-29","83",2
"5422","2015-7-29",NA,2
"5423","2015-7-3","15",1
"5424","2015-7-3","16",1
"5425","2015-7-3","21",2
"5426","2015-7-3","22",1
"5427","2015-7-3","25",1
"5428","2015-7-3","26",1
"5429","2015-7-3","32",1
"5430","2015-7-3","34",2
"5431","2015-7-3","35",6
"5432","2015-7-3","36",1
"5433","2015-7-3","37",1
"5434","2015-7-3","42",1
"5435","2015-7-3","46",1
"5436","2015-7-3","47",1
"5437","2015-7-3","52",1
"5438","2015-7-3","67",1
"5439","2015-7-3","68",1
"5440","2015-7-3","71",1
"5441","2015-7-3","72",1
"5442","2015-7-3","73",1
"5443","2015-7-3","77",4
"5444","2015-7-3","83",5
"5445","2015-7-3","88",1
"5446","2015-7-3",NA,2
"5447","2015-7-30","11",1
"5448","2015-7-30","22",1
"5449","2015-7-30","25",3
"5450","2015-7-30","31",1
"5451","2015-7-30","32",1
"5452","2015-7-30","34",1
"5453","2015-7-30","35",2
"5454","2015-7-30","36",1
"5455","2015-7-30","42",1
"5456","2015-7-30","43",1
"5457","2015-7-30","44",2
"5458","2015-7-30","46",1
"5459","2015-7-30","51",2
"5460","2015-7-30","52",1
"5461","2015-7-30","56",3
"5462","2015-7-30","61",2
"5463","2015-7-30","66",2
"5464","2015-7-30","67",1
"5465","2015-7-30","68",1
"5466","2015-7-30","72",1
"5467","2015-7-30","78",1
"5468","2015-7-30","82",1
"5469","2015-7-30","83",1
"5470","2015-7-30","87",1
"5471","2015-7-31","21",1
"5472","2015-7-31","24",1
"5473","2015-7-31","25",5
"5474","2015-7-31","26",1
"5475","2015-7-31","31",2
"5476","2015-7-31","32",1
"5477","2015-7-31","34",2
"5478","2015-7-31","35",4
"5479","2015-7-31","36",2
"5480","2015-7-31","42",1
"5481","2015-7-31","45",1
"5482","2015-7-31","46",1
"5483","2015-7-31","47",1
"5484","2015-7-31","52",1
"5485","2015-7-31","53",1
"5486","2015-7-31","56",1
"5487","2015-7-31","57",1
"5488","2015-7-31","67",2
"5489","2015-7-31","72",1
"5490","2015-7-31","73",1
"5491","2015-7-31",NA,2
"5492","2015-7-4","21",2
"5493","2015-7-4","22",1
"5494","2015-7-4","26",1
"5495","2015-7-4","31",2
"5496","2015-7-4","34",1
"5497","2015-7-4","35",4
"5498","2015-7-4","36",2
"5499","2015-7-4","44",1
"5500","2015-7-4","53",1
"5501","2015-7-4","56",2
"5502","2015-7-4","57",1
"5503","2015-7-4","58",2
"5504","2015-7-4","61",1
"5505","2015-7-4","63",2
"5506","2015-7-4","66",2
"5507","2015-7-4","67",1
"5508","2015-7-4","68",2
"5509","2015-7-4","77",1
"5510","2015-7-4","83",3
"5511","2015-7-4","86",1
"5512","2015-7-4","87",1
"5513","2015-7-4",NA,1
"5514","2015-7-5","11",1
"5515","2015-7-5","25",2
"5516","2015-7-5","31",2
"5517","2015-7-5","35",1
"5518","2015-7-5","37",1
"5519","2015-7-5","42",1
"5520","2015-7-5","45",2
"5521","2015-7-5","47",1
"5522","2015-7-5","53",1
"5523","2015-7-5","57",2
"5524","2015-7-5","63",2
"5525","2015-7-5","71",1
"5526","2015-7-5","72",1
"5527","2015-7-5","81",1
"5528","2015-7-5","83",1
"5529","2015-7-5","86",1
"5530","2015-7-5",NA,4
"5531","2015-7-6","16",1
"5532","2015-7-6","25",2
"5533","2015-7-6","26",1
"5534","2015-7-6","31",1
"5535","2015-7-6","32",1
"5536","2015-7-6","34",2
"5537","2015-7-6","35",4
"5538","2015-7-6","36",1
"5539","2015-7-6","42",1
"5540","2015-7-6","43",1
"5541","2015-7-6","44",4
"5542","2015-7-6","46",4
"5543","2015-7-6","47",1
"5544","2015-7-6","52",1
"5545","2015-7-6","56",1
"5546","2015-7-6","57",1
"5547","2015-7-6","66",2
"5548","2015-7-6","72",1
"5549","2015-7-6","76",1
"5550","2015-7-6","77",4
"5551","2015-7-6","87",1
"5552","2015-7-6","88",1
"5553","2015-7-6",NA,2
"5554","2015-7-7","21",1
"5555","2015-7-7","22",1
"5556","2015-7-7","26",1
"5557","2015-7-7","31",1
"5558","2015-7-7","34",1
"5559","2015-7-7","41",1
"5560","2015-7-7","42",1
"5561","2015-7-7","43",1
"5562","2015-7-7","46",1
"5563","2015-7-7","48",2
"5564","2015-7-7","52",1
"5565","2015-7-7","53",2
"5566","2015-7-7","56",2
"5567","2015-7-7","57",1
