"","month_2","region","count"
"784",24,"12",12
"785",24,"13",20
"786",24,"14",10
"787",24,"15",17
"788",24,"16",10
"789",24,"17",7
"790",24,"18",15
"791",24,"19",35
"792",24,"20",38
"793",24,"21",13
"794",24,"22",12
"795",24,"23",3
"796",24,"24",1
"797",24,"25",4
"798",24,"26",12
"799",24,"27",5
"800",24,"28",2
"801",24,"29",5
"802",24,"30",1
"803",24,"44",1
"804",24,"45",5
"805",24,"46",6
"806",24,"47",10
"807",24,"48",2
"808",24,"49",5
"809",24,"50",4
"810",24,"51",1
"811",24,"52",5
"812",24,"53",2
"813",24,"54",3
"814",24,"55",2
"815",24,"56",6
"816",24,"57",3
"817",24,"58",1
"818",25,"7",1
"819",25,"11",3
"820",25,"12",4
"821",25,"13",11
"822",25,"14",11
"823",25,"15",12
"824",25,"16",14
"825",25,"17",8
"826",25,"18",9
"827",25,"19",31
"828",25,"20",28
"829",25,"21",9
"830",25,"22",3
"831",25,"23",2
"832",25,"24",2
"833",25,"25",8
"834",25,"26",8
"835",25,"27",1
"836",25,"28",3
"837",25,"29",2
"838",25,"45",3
"839",25,"46",4
"840",25,"47",2
"841",25,"48",1
"842",25,"49",2
"843",25,"50",3
"844",25,"52",4
"845",25,"53",2
"846",25,"54",5
"847",25,"56",5
"848",25,"57",1
